Account_Number,last_txn_date,frequency,monetary,avg_monetary,customer_age,customer_income,account_balance,recency_days,churn_label
DRPX41465663707043,2023-06-02 16:02:30,1,103.61,103.61,41,37643.18,14198.03,597,1
DRRV07964031575859,2023-07-17 01:20:56,1,3402.14,3402.14,70,135370.42,11536.52,553,1
DRSG97490961739970,2024-10-17 05:00:48,1,3180.24,3180.24,39,92847.79,8325.08,95,1
DRTB03468616307028,2023-09-23 21:00:40,1,2909.87,2909.87,57,114123.04,6053.99,484,1
DSEC57864482961205,2024-10-13 18:22:51,1,1940.84,1940.84,46,71134.99,16064.33,98,1
DSHZ91038297425513,2024-08-17 13:04:17,1,1704.99,1704.99,65,134956.08,13254.27,155,1
DSKL49684727604128,2023-05-10 15:49:41,1,2703.49,2703.49,55,52090.21,11661.15,620,1
DSNF33260586942767,2024-08-13 00:34:42,1,2761.83,2761.83,57,107398.49,1688.0,160,1
DSOM70254616844469,2023-07-13 06:53:56,1,2084.54,2084.54,60,31411.42,17434.79,557,1
DTBS37577079606169,2023-08-07 12:21:26,1,689.96,689.96,45,49966.93,11874.78,531,1
DTHL81514185940048,2024-07-09 18:24:17,1,1904.37,1904.37,50,144836.67,18863.21,194,1
DTJV57545235589729,2023-07-07 01:40:37,1,4958.134399999999,4958.134399999999,65,134927.25,14948.86,563,1
DTJW84226230036072,2023-06-08 20:22:37,1,3178.32,3178.32,59,52644.85,5589.6,591,1
DTMR63647046568969,2023-05-08 22:16:37,1,2219.7,2219.7,63,121027.63,8905.42,622,1
DTQR90609175075192,2024-06-22 00:42:57,1,1661.99,1661.99,22,88681.68,12361.02,212,1
DUCM47649273868133,2023-09-29 09:32:18,1,775.33,775.33,65,26881.58,11485.59,479,1
DUEJ04384288335115,2023-05-26 23:05:07,1,1495.72,1495.72,34,101747.38,17249.31,604,1
DUGO90168840476330,2023-11-12 14:00:05,1,4200.07,4200.07,24,80352.87,7644.89,434,1
DULO71807492239665,2023-06-15 05:23:50,1,4217.2,4217.2,62,131159.51,4837.51,585,1
DUPF17337399205222,2024-09-28 04:43:33,1,2683.4,2683.4,31,30490.63,12615.64,114,1
DURC76142662443677,2024-05-14 19:16:39,1,3518.67,3518.67,19,98396.79,3784.2,250,1
DURV62943681314539,2023-12-19 17:37:58,1,2460.64,2460.64,60,113054.95,6417.83,397,1
DVCF14359393942728,2024-01-20 09:21:30,1,234.63,234.63,55,47126.91,5060.5,366,1
DVEH16257510003668,2023-05-04 22:38:48,1,1511.74,1511.74,38,63848.61,7656.58,626,1
DVGH24199771180167,2023-04-21 15:47:32,1,2878.3,2878.3,47,140778.67,11662.78,639,1
DVJM70936725028004,2024-01-08 17:16:49,1,761.4,761.4,42,133641.56,17557.55,377,1
DVNK66671571112070,2023-07-19 14:19:45,1,844.11,844.11,66,80785.3,17219.08,550,1
DVNT07338210920091,2023-10-13 02:49:04,1,1770.92,1770.92,29,128194.94,8504.43,465,1
DVPO00128085517294,2024-04-04 07:13:34,1,3265.63,3265.63,23,30088.48,3059.37,291,1
DVRF29232468722037,2024-06-30 17:58:57,1,4350.84,4350.84,62,113441.33,460.53,203,1
DVYO75690001917653,2024-02-19 20:09:08,1,977.3,977.3,22,36111.35,13372.23,335,1
DVZK79057191898664,2024-09-11 21:25:58,1,470.58,470.58,27,128301.76,16159.59,130,1
DWBP37122072508452,2023-12-10 07:47:58,1,317.51,317.51,48,80706.83,15789.87,407,1
DWHA28783320671467,2024-10-28 11:36:29,1,3925.8,3925.8,23,60404.19,14127.66,84,0
DWKI87897087467409,2024-11-08 12:28:17,1,3379.1,3379.1,41,47173.32,12900.76,72,0
DWKL66166894093636,2025-01-12 20:48:17,1,4603.0,4603.0,45,128176.61,10574.0,7,0
DWLV14940074672397,2023-04-20 00:11:21,1,2238.11,2238.11,51,101243.52,258.1616,641,1
DWMB49860372186003,2023-03-13 07:44:02,1,2205.14,2205.14,64,45312.72,10273.85,679,1
DWMV52370087775190,2024-11-26 02:32:02,1,2649.51,2649.51,49,99603.38,18472.26,55,0
DWNB76210969262168,2024-04-10 10:26:49,1,918.43,918.43,35,96898.94,2640.43,285,1
DWNI97016934292913,2023-08-01 21:52:25,1,4958.134399999999,4958.134399999999,21,42972.8,2839.55,537,1
DWOB48618670663201,2024-07-31 14:49:42,1,4809.75,4809.75,28,22621.3,15884.8,172,1
DWRH20511213406368,2024-07-19 13:18:29,1,1698.73,1698.73,31,58242.25,8680.55,184,1
DWRK88533929578650,2024-06-13 16:21:48,1,395.02,395.02,65,31002.21,3438.52,220,1
DWSI02071277719101,2023-11-27 09:30:04,1,4241.11,4241.11,26,75007.94,1407.93,420,1
DWTK87301924418923,2023-03-16 23:46:16,1,2889.91,2889.91,39,117432.99,8260.43,675,1
DWXU77594144772045,2023-06-04 15:37:46,1,4308.15,4308.15,45,30885.92,18516.09,595,1
DWYE79132533258884,2024-12-11 12:27:55,1,1779.64,1779.64,42,26858.55,6198.19,39,0
DXAZ02089676040623,2023-10-10 06:14:46,1,4335.9,4335.9,27,84343.98,10126.63,468,1
DXEA35813979519624,2024-08-02 15:28:43,1,3504.4,3504.4,64,70627.03,337.56,170,1
DXIF86690625157595,2024-01-22 19:23:52,1,3270.15,3270.15,48,143836.91,14441.86,363,1
DXJD31929932239478,2024-10-18 18:20:35,1,4452.56,4452.56,60,85624.21,10519.23,93,1
DXSO92476174035300,2024-04-24 21:44:53,1,2539.04,2539.04,69,46715.63,16728.65,270,1
DXTN23419964338532,2024-04-01 03:14:52,1,3829.14,3829.14,24,109526.6,6263.87,294,1
DXVM08557174905849,2024-09-17 14:40:36,1,3393.5,3393.5,49,103928.55,8837.66,124,1
DXYQ69725006973658,2023-09-05 06:21:23,1,2654.84,2654.84,43,78502.16,17800.25,503,1
DYGC33860792746222,2023-07-25 05:33:26,1,3945.7,3945.7,67,85915.85,2339.93,545,1
DYGW01217099449571,2024-11-13 20:54:24,1,696.35,696.35,62,85719.77,14726.03,67,0
DYIH30800370033228,2023-10-05 17:07:02,1,1104.99,1104.99,44,50495.19,8642.42,472,1
DYSD85488064420062,2024-07-15 09:51:36,1,1986.29,1986.29,58,82002.12,18583.43,189,1
DYWA03709070378088,2024-12-30 13:15:26,1,3207.69,3207.69,54,23057.33,6765.31,20,0
DYYL76515021864598,2025-01-12 20:11:41,1,2936.66,2936.66,21,129606.86,6072.18,7,0
DYYN62393526017726,2023-06-10 17:40:52,1,4423.34,4423.34,48,102203.66,723.84,589,1
DZBS85930608438291,2024-11-14 08:05:33,1,4938.32,4938.32,37,23599.49,4282.8,67,0
DZJT25316498283859,2023-02-02 22:54:43,1,1874.63,1874.63,43,92224.82,7848.25,717,1
DZRF22618962887431,2024-12-14 19:42:31,1,1541.03,1541.03,35,146761.88,258.1616,36,0
DZRS20045820721624,2023-03-10 12:20:10,1,309.48,309.48,66,145854.98,14249.03,682,1
DZVG01132633988684,2023-04-04 09:16:44,1,4110.59,4110.59,50,41531.16,1942.5,657,1
DZXP69659596560033,2023-11-10 01:53:56,1,4833.6,4833.6,65,55683.42,17018.96,437,1
EACT70842874162796,2024-01-03 16:53:30,1,4621.15,4621.15,60,117419.89,16497.79,382,1
EADG02239354035713,2024-09-28 06:55:55,1,3965.56,3965.56,23,32460.59,15713.42,114,1
EAEA61392031867674,2023-12-13 18:54:47,1,3947.5,3947.5,33,62736.09,11151.92,403,1
EAGO44571991673421,2024-03-31 05:59:29,1,1931.65,1931.65,21,140439.29,13228.13,295,1
EAGP60207073736680,2024-04-21 17:00:16,1,437.09,437.09,65,98747.36,5154.19,273,1
EAJC67821539266937,2023-07-09 01:40:01,1,2418.62,2418.62,52,103287.78,7148.88,561,1
EAJO87688687859964,2024-02-25 18:04:54,1,2277.77,2277.77,43,148589.88799999998,16923.94,329,1
EAPN23811522328222,2024-05-11 01:23:08,1,2308.44,2308.44,54,127811.73,3497.02,254,1
EBDM56633935082432,2023-03-27 07:16:25,1,1923.83,1923.83,51,125475.31,6875.08,665,1
EBDX35462127602508,2024-05-17 22:34:38,1,4086.44,4086.44,63,136494.97,6167.93,247,1
EBEW15262076795757,2023-04-18 16:34:24,1,3764.52,3764.52,56,104905.44,369.67,642,1
EBFD91505764497470,2024-09-30 03:43:02,1,1898.62,1898.62,28,61458.48,4542.93,112,1
EBME14024998893421,2024-02-27 18:32:32,1,3778.64,3778.64,41,51370.75,3910.68,327,1
EBND90193335937971,2023-04-17 18:41:59,1,2861.75,2861.75,35,132075.55,8865.7,643,1
EBTQ44698886659481,2023-03-11 19:58:59,1,4457.2,4457.2,44,21285.82,5422.78,680,1
EBYT26465296794718,2024-08-04 18:54:32,1,3278.73,3278.73,29,79838.24,13099.96,168,1
ECEY00416485155964,2024-10-06 19:35:56,1,4015.7,4015.7,36,42605.73,10007.48,105,1
ECJX85751743192621,2024-12-04 02:31:19,1,2429.42,2429.42,41,136683.55,14319.92,47,0
ECLO09564629567230,2024-10-06 20:20:42,1,3790.09,3790.09,27,72149.7,560.18,105,1
ECSH26944643102912,2024-09-03 12:36:01,1,3310.42,3310.42,65,106915.91,12760.8,138,1
ECSJ15176386189085,2023-12-08 04:50:34,1,4827.8,4827.8,46,84960.68,11205.69,409,1
ECXY75627528001617,2023-07-03 05:51:38,1,4735.92,4735.92,34,116795.6,6527.14,567,1
ECZO55851777412746,2023-10-26 17:34:42,1,4790.04,4790.04,37,36099.51,2954.69,451,1
EDAH14217518878179,2024-05-20 13:54:27,1,2616.3,2616.3,30,48222.92,258.1616,244,1
EDAT35243922950149,2024-01-09 16:38:09,1,2477.0,2477.0,58,85577.63,9141.57,376,1
EDBY46059899261104,2023-03-17 18:49:04,1,2980.84,2980.84,24,39182.21,4244.46,674,1
EDCO08894801864482,2023-11-19 13:26:08,1,1481.8,1481.8,31,137980.76,2818.31,427,1
EDCP02544965502421,2023-07-05 19:27:08,1,1314.62,1314.62,59,147468.11,18842.18,564,1
EDDS15891268649864,2024-08-31 13:38:43,1,607.68,607.68,50,73531.95,19434.22,141,1
EDDW88959491926595,2024-06-30 00:09:02,1,3727.99,3727.99,51,74272.62,5464.97,204,1
EDMF65496330833444,2024-08-24 04:48:59,1,3740.89,3740.89,45,90967.21,4263.36,149,1
EDWW01339893090400,2023-11-09 11:02:39,1,152.26,152.26,45,131107.59,15520.51,438,1
EEAN31864176130236,2024-12-11 17:17:47,1,4076.11,4076.11,24,98901.17,5246.6,39,0
EEBF15128513684054,2024-04-30 14:01:35,1,4957.7,4957.7,65,116524.48,11680.5,264,1
EECY33704503860729,2023-02-06 06:07:50,1,4383.09,4383.09,41,34198.69,7577.24,714,1
EEGG22280194425892,2023-05-08 22:15:12,1,2339.61,2339.61,24,78416.79,14142.31,622,1
EEHC16787067635322,2024-12-27 18:26:59,1,1376.03,1376.03,56,137901.39,3408.27,23,0
EEHI26787032381281,2024-07-03 17:04:58,1,3061.68,3061.68,27,53942.02,8403.34,200,1
EEHT59473721329016,2023-03-01 00:41:59,1,3921.43,3921.43,24,24290.98,6924.7,691,1
EEIY30259588855739,2024-09-29 16:15:45,1,4601.34,4601.34,26,43521.62,8914.12,112,1
EEQT37099726332933,2023-05-25 17:40:04,1,1481.88,1481.88,49,47957.97,19176.3,605,1
EERW75120901817497,2023-02-21 08:41:37,1,1918.43,1918.43,64,56898.2,13456.75,699,1
EETJ62093556103995,2023-08-23 09:59:22,1,2885.06,2885.06,19,74281.65,1610.3,516,1
EEVC75626996208347,2024-10-23 15:24:21,1,408.55,408.55,57,98910.58,12041.75,88,0
EFAN18506929873864,2023-06-08 15:50:05,1,4876.99,4876.99,18,144895.7,13319.65,591,1
EFCH18960503461173,2023-10-20 05:00:01,1,4709.91,4709.91,20,108658.75,1355.91,458,1
EFFT05441710567392,2024-08-08 21:27:21,1,2815.61,2815.61,31,45638.58,2355.18,164,1
EFHW26017542698832,2024-12-21 04:38:03,1,3225.0,3225.0,44,148454.47,2207.29,30,0
EFIA17328159543124,2023-06-16 01:27:04,1,1292.29,1292.29,65,81859.76,12048.46,584,1
EFIJ13395479406453,2024-04-19 19:51:29,1,2763.5,2763.5,46,91029.67,1897.07,275,1
EFOX76021806672527,2024-09-03 03:48:54,1,495.6,495.6,46,146744.09,7102.49,139,1
EGBG97440880670898,2024-05-01 03:54:49,1,941.97,941.97,32,65811.6,2152.24,264,1
EGBQ91229439715010,2023-12-18 02:10:23,1,4261.99,4261.99,28,143507.82,258.1616,399,1
EGIU65546120384672,2024-11-21 12:47:56,1,1664.42,1664.42,20,136022.4,15730.45,59,0
EGJF86449760249866,2024-02-24 20:44:56,1,4362.55,4362.55,40,55557.13,5159.45,330,1
EGKV27943407162766,2023-10-06 15:43:42,1,2829.93,2829.93,22,39401.29,5167.4,471,1
EGKZ06274157088328,2023-05-21 22:33:38,1,1349.07,1349.07,59,129213.97,17582.83,609,1
EGMF45884693714787,2025-01-01 08:02:19,1,2696.15,2696.15,58,121526.71,3658.83,19,0
EGPB84446850138138,2023-08-10 22:34:04,1,4738.06,4738.06,29,84561.58,19714.21,528,1
EGQN87906048869320,2024-11-05 19:20:45,1,2216.39,2216.39,36,71925.45,17369.5,75,0
EGYQ93544071107298,2023-06-03 13:03:33,1,2069.44,2069.44,60,82875.07,14401.07,596,1
EGYX53596828901408,2024-08-17 01:52:40,1,2913.71,2913.71,46,104557.04,12330.56,156,1
EHAD27469017631919,2023-09-25 12:32:28,1,1040.67,1040.67,48,113551.62,4682.83,482,1
EHBU47725961159533,2023-06-24 01:32:55,1,3465.71,3465.71,40,133015.3,19615.44,576,1
EHCM31603781105703,2024-07-19 22:13:12,1,4157.57,4157.57,31,69748.25,15931.23,184,1
EHJP14513740282656,2024-04-17 11:08:06,1,272.79,272.79,43,93917.65,15649.61,278,1
EHKB28303424375391,2024-04-01 20:22:37,1,3124.49,3124.49,66,100401.7,14682.0,293,1
EHOC66433351999721,2024-12-23 07:26:37,1,373.18,373.18,55,44402.03,14161.61,28,0
EHQI87756191898755,2023-11-26 02:15:56,1,3520.31,3520.31,50,72840.46,16676.24,421,1
EHRF91969880491981,2023-05-28 15:01:10,1,3670.4,3670.4,40,95709.06,6413.46,602,1
EHSQ89139979688789,2023-08-08 21:28:17,1,662.2,662.2,61,108472.08,5132.4,530,1
EHWC01094597513012,2023-08-05 13:38:19,1,3044.02,3044.02,47,131945.73,2429.62,533,1
EHWE00013278928243,2023-09-05 14:30:34,1,1504.82,1504.82,43,78447.76,12234.97,502,1
EHWR36806014579232,2023-11-20 08:32:45,1,1853.42,1853.42,59,148589.88799999998,16203.42,427,1
EHYI44055724772139,2024-03-04 13:03:32,1,4147.63,4147.63,41,107680.07,18190.86,321,1
EHZL46622654016599,2024-08-15 18:23:50,1,428.55,428.55,23,26964.8,1499.76,157,1
EIAD38598646848085,2023-06-08 07:54:40,1,4135.92,4135.92,27,148589.88799999998,16717.83,592,1
EICN98142076817006,2023-08-03 09:31:07,1,1216.75,1216.75,47,72287.53,18821.52,536,1
EIEL77727745750218,2023-11-10 00:05:56,1,1244.0,1244.0,69,102716.6,13923.21,437,1
EIGC21255889839230,2024-05-29 05:01:46,1,505.17,505.17,20,105728.13,10516.72,236,1
EIJS77872685655052,2023-09-03 10:44:59,1,2956.9,2956.9,35,82525.21,7483.43,505,1
EIKG07624843379766,2023-03-05 08:08:18,1,2698.78,2698.78,43,115312.77,15896.68,687,1
EIKQ86417939969793,2024-09-29 02:35:32,1,2099.75,2099.75,58,92767.04,11184.03,113,1
EIPT94433178273059,2023-08-04 03:21:34,1,845.33,845.33,23,48707.29,2679.96,535,1
EIRW77365188491986,2024-07-09 04:27:29,1,4510.2,4510.2,24,127746.77,13789.82,195,1
EITJ87836002984558,2024-12-31 13:03:53,1,1563.99,1563.99,60,33016.91,3609.69,19,0
EIUX98679422058592,2024-04-20 19:40:47,1,3544.39,3544.39,31,21799.26,2209.15,274,1
EIWZ97537405714469,2023-07-07 23:39:00,1,3363.34,3363.34,64,136874.72,10272.04,562,1
EIZL67089393504629,2023-08-12 13:01:25,1,1223.35,1223.35,61,41741.02,14242.34,526,1
EJXS37979007045594,2025-01-08 20:04:45,1,2598.78,2598.78,68,73286.27,9004.0,11,0
EKAM66860673476714,2023-03-23 15:17:45,1,138.22,138.22,40,65421.69,15537.75,668,1
EKCB49461730515133,2023-02-04 20:47:39,1,389.3,389.3,21,111814.28,3043.15,715,1
EKCU23115411190206,2024-02-26 09:17:08,1,1616.69,1616.69,19,143185.53,18648.21,329,1
EKIJ63963926691976,2024-11-14 05:18:00,1,3024.13,3024.13,60,76807.33,505.84,67,0
EKNY65163917271548,2025-01-20 10:49:02,1,1347.48,1347.48,47,59256.2,16374.24,0,0
EKQB00963180098633,2024-07-09 16:56:26,1,3296.63,3296.63,44,131762.83,2145.21,194,1
EKXM80656259045990,2023-07-12 16:56:51,1,1693.74,1693.74,62,24565.98,16712.61,557,1
ELHN12769876229579,2023-12-10 10:57:25,1,1725.92,1725.92,60,142401.29,16667.25,407,1
ELHU08437699296444,2023-12-03 01:57:25,1,3196.5,3196.5,55,139134.23,11022.6,414,1
ELMP21230085789591,2023-04-13 06:24:05,1,4024.42,4024.42,30,110971.83,5657.15,648,1
EMDX49915370382407,2024-03-02 12:41:40,1,322.32,322.32,58,146267.48,2749.63,323,1
EMDX92372450184819,2024-02-17 06:50:29,1,4489.63,4489.63,58,107166.76,3324.52,338,1
EMIY83336796082896,2023-12-07 00:53:05,1,3390.43,3390.43,18,49651.18,13791.18,410,1
EMLR35273839688560,2024-11-08 15:25:32,1,1208.25,1208.25,24,96396.13,8982.83,72,0
EMRW77938894912867,2024-06-03 02:26:35,1,3016.6,3016.6,18,138617.34,13969.76,231,1
EMUQ71758405318865,2023-04-14 13:52:55,1,4195.97,4195.97,48,145427.11,2565.49,646,1
EMVA56292669236201,2023-11-01 10:08:06,1,4150.77,4150.77,22,139451.56,19781.6228,446,1
EMWM69598183703947,2024-08-07 05:30:26,1,3248.81,3248.81,36,84980.18,1102.48,166,1
EMYT71870153987405,2024-10-04 13:24:14,1,2536.44,2536.44,33,89863.93,13326.86,107,1
EMYY92634448304105,2024-11-07 12:01:52,1,2101.88,2101.88,53,112640.49,19781.6228,74,0
EMZP79830020304330,2023-03-05 08:48:27,1,2930.11,2930.11,29,121982.46,2520.63,687,1
ENBU60098972740514,2024-08-21 17:40:49,1,4872.9,4872.9,42,132223.55,10794.82,151,1
ENCU66647107935275,2024-10-27 03:28:57,1,3476.31,3476.31,57,70141.92,1288.74,85,0
ENEJ75366680289461,2023-06-10 06:28:26,1,3713.12,3713.12,43,146397.99,17502.4,590,1
ENFI63025786535786,2023-10-31 17:30:35,1,516.89,516.89,48,143434.09,12465.83,446,1
ENGD77744222124219,2023-06-21 23:45:47,1,321.34,321.34,63,95297.26,13304.94,578,1
ENIF36428131909248,2023-10-03 07:06:53,1,1897.97,1897.97,19,51397.87,13236.99,475,1
ENIN16150186050350,2024-06-05 07:29:47,1,1871.35,1871.35,19,104033.47,2184.97,229,1
ENPG71107068686464,2023-08-05 16:47:50,1,2310.8,2310.8,32,69685.68,8234.12,533,1
ENVV50534774116028,2024-10-31 02:47:06,1,3822.87,3822.87,37,148589.88799999998,4533.66,81,0
EOCB04991264384709,2024-02-18 16:05:14,1,3960.25,3960.25,33,61232.59,16540.97,336,1
EOJH12666560233616,2024-05-31 14:53:50,1,718.18,718.18,36,115734.51,16803.13,233,1
EONS01770690533701,2023-06-21 08:30:51,1,1503.67,1503.67,47,98206.02,1146.57,579,1
EOQG62684941479044,2023-03-15 08:27:17,1,4219.63,4219.63,47,130369.01,14795.58,677,1
EOQQ89012269951906,2023-09-17 18:09:36,1,3543.63,3543.63,19,60157.97,2617.12,490,1
EORL32426425064207,2024-06-23 04:49:11,1,2654.12,2654.12,50,94241.81,9857.61,211,1
EOSH46829851652287,2025-01-19 23:13:33,1,4011.83,4011.83,21,21493.02,11050.22,0,0
EOUM07598897865339,2023-07-08 11:48:05,1,2311.18,2311.18,60,98809.92,11063.54,562,1
EOWE75142145478168,2024-08-18 21:28:17,1,2308.9,2308.9,30,22914.86,3354.41,154,1
EOXE37179890223790,2024-04-03 01:04:52,1,1612.28,1612.28,39,95718.54,8349.98,292,1
EPKQ48277594792270,2023-10-03 00:44:55,1,1162.2,1162.2,46,128963.94,3251.83,475,1
EPMF21559637439639,2025-01-07 18:25:49,1,2512.53,2512.53,62,142440.37,11202.65,12,0
EPMM16398481172251,2023-10-19 19:49:06,1,2252.02,2252.02,38,102437.72,18427.92,458,1
EPMV90555908483103,2023-07-27 13:51:01,1,2082.69,2082.69,45,42641.3,1247.93,542,1
EPNH34228562837237,2023-11-26 13:02:37,1,1367.59,1367.59,24,88148.38,11125.01,420,1
EPPR85190534864010,2023-03-03 15:59:20,1,1981.95,1981.95,33,40714.31,9983.37,688,1
EPQR44790986361527,2023-02-03 20:31:18,1,2880.92,2880.92,58,138246.69,2000.01,716,1
EPVF21425731609439,2023-02-23 08:09:40,1,1101.01,1101.01,68,70568.84,8208.59,697,1
EQCI80229835874744,2024-08-16 11:30:55,1,4190.88,4190.88,48,144247.78,8616.33,157,1
EQEH60835233919986,2023-03-15 06:23:12,1,3067.61,3067.61,32,138280.5,5136.03,677,1
EQIN16878732149997,2024-07-24 06:48:50,1,2630.85,2630.85,61,61008.6,8449.44,180,1
EQLQ02082064602883,2023-08-05 06:57:11,1,1036.85,1036.85,28,105757.31,2709.58,534,1
EQLY86966096354760,2023-05-16 16:45:10,1,2920.59,2920.59,56,39830.64,12455.36,614,1
EQRV73381745498562,2024-10-21 20:20:28,1,1591.4,1591.4,35,89383.01,18891.56,90,0
EQTZ86061065673374,2024-01-24 13:55:27,1,1731.1,1731.1,68,139776.38,10202.14,361,1
EQVU31091571910439,2024-03-01 22:40:10,1,3445.81,3445.81,44,51484.38,8480.8,324,1
EQWQ32093974980092,2024-02-16 02:41:51,1,332.03,332.03,48,96633.55,16307.11,339,1
ERDH30943801808753,2024-09-09 09:35:00,1,1551.76,1551.76,40,43261.92,8278.51,133,1
ERFH05248088062207,2023-12-11 15:09:22,1,1329.69,1329.69,68,113047.14,5093.58,405,1
ERFH91321836694983,2023-07-21 11:19:18,1,903.18,903.18,33,68202.35,1394.69,549,1
ERJB38405887049193,2023-12-02 13:56:26,1,4056.81,4056.81,61,24511.14,2701.75,414,1
EROQ84869996988290,2024-07-18 15:37:30,1,368.78,368.78,24,123314.83,5732.84,185,1
ERPX40897578423518,2024-05-30 21:16:41,1,4026.4,4026.4,55,120853.84,8566.03,234,1
ERTH10498806944063,2023-11-11 16:47:30,1,730.04,730.04,56,94792.41,5222.49,435,1
ERUL14190827457456,2023-11-05 09:04:49,1,1874.28,1874.28,63,35757.56,18395.06,442,1
ESBK29187683160827,2024-05-19 10:11:38,1,4905.84,4905.84,32,67164.68,2102.75,246,1
ESKO88223358623422,2024-06-01 15:04:29,1,1943.22,1943.22,26,65360.43,17574.08,232,1
ESNK68512062767293,2024-02-15 09:21:32,1,1434.54,1434.54,27,133603.21,18368.97,340,1
ESOV25401493847543,2024-04-28 11:38:54,1,2688.61,2688.61,45,37732.31,8965.24,267,1
ESTK20430160426375,2024-07-06 10:42:49,1,2511.61,2511.61,61,25243.88,7519.37,198,1
ESUH19010185540574,2025-01-06 22:38:36,1,1930.38,1930.38,53,141869.72,15640.49,13,0
ESVH63228029798013,2023-10-31 11:05:59,1,3286.14,3286.14,31,21884.15,15827.81,447,1
ETDV65397944740158,2024-03-24 20:10:31,1,910.88,910.88,60,83466.11,19781.6228,301,1
ETOQ76824584851662,2024-05-02 02:49:47,1,4621.07,4621.07,66,23353.84,11620.86,263,1
ETPK89170454218545,2024-12-31 15:36:13,1,255.84,255.84,28,59307.28,364.12,19,0
ETQB09341373454247,2023-04-19 20:07:35,1,417.94,417.94,45,88948.02,11512.74,641,1
ETSN81754814423352,2023-12-20 00:48:51,1,4815.77,4815.77,37,91698.75,15954.15,397,1
ETVC65613073987148,2024-11-25 18:56:17,1,3704.59,3704.59,21,111425.41,2954.34,55,0
ETVS87478122489056,2023-02-20 23:12:13,1,3026.12,3026.12,25,135340.87,16689.75,699,1
ETYN76424954767192,2024-04-23 00:01:04,1,188.42,188.42,68,123454.17,725.95,272,1
EUCC38470402274930,2024-08-18 19:54:47,1,4666.58,4666.58,69,98365.37,3737.68,154,1
EUDP89426032003902,2023-08-23 23:16:59,1,4651.4,4651.4,62,105300.58,12513.99,515,1
EUHQ79402620858174,2023-12-25 04:05:10,1,974.62,974.62,45,143204.25,10754.75,392,1
EUKV08511549475046,2023-09-02 11:17:49,1,3166.38,3166.38,33,87831.08,15863.33,506,1
EUQZ19400112952078,2024-11-13 16:37:58,1,3269.57,3269.57,24,86434.44,16508.82,67,0
EUVP70287489282313,2024-07-28 02:01:27,1,277.46,277.46,26,55504.4,369.7,176,1
EUZF87542890056741,2024-09-17 05:41:26,1,2511.14,2511.14,34,78969.52,9334.9,125,1
EVDO56394904651444,2023-08-13 11:25:20,1,506.82,506.82,65,101148.93,11336.12,526,1
EVHS41429009401774,2023-06-21 11:05:09,1,4257.68,4257.68,62,45606.78,13244.94,579,1
EVJB63834661174953,2023-07-26 09:53:35,1,2072.28,2072.28,32,62464.94,18834.32,544,1
EVQO00190624652122,2023-04-11 11:39:53,1,4783.73,4783.73,69,77890.69,19347.78,650,1
EVWW67487629650744,2023-09-15 03:13:13,1,2774.93,2774.93,39,77548.86,18906.45,493,1
EVXH56118820380695,2023-07-05 05:17:30,1,1572.19,1572.19,40,108106.77,10886.2,565,1
EVXP12393306533535,2023-04-24 06:53:49,1,313.48,313.48,18,62544.03,6521.15,637,1
EVYP86561942557782,2023-02-10 05:07:34,1,2365.99,2365.99,63,123797.64,2149.2,710,1
EWAW47301924907488,2024-01-04 18:18:10,1,677.99,677.99,43,28855.21,3841.35,381,1
EWBH30162341903106,2023-10-23 18:51:05,1,370.94,370.94,48,63812.42,18054.3,454,1
EWEB10912172214559,2024-08-23 04:03:57,1,933.2,933.2,24,23214.01,16999.38,150,1
EWHT18867622735334,2023-08-04 23:48:31,1,2287.66,2287.66,57,112539.9,9693.2,534,1
EWMH56887955299100,2024-03-15 05:33:12,1,1459.44,1459.44,23,69213.5,10604.75,311,1
EWYA22212370322888,2023-12-14 13:44:47,1,913.51,913.51,69,29726.57,7271.14,402,1
EXHS46121289811594,2024-10-25 13:09:45,1,4609.73,4609.73,60,61105.49,2959.18,86,0
EXIQ93237756779466,2024-01-31 21:06:46,1,4423.84,4423.84,18,36281.95,18480.27,354,1
EXMC84025787036860,2024-06-27 23:00:41,1,2748.35,2748.35,33,138128.62,18899.17,206,1
EXNU99018511156733,2024-08-17 07:39:50,1,1455.81,1455.81,63,26425.29,8451.76,156,1
EXQB19409451779017,2023-10-06 07:15:38,1,855.75,855.75,21,60027.73,3951.29,472,1
EXUT50814994023235,2024-05-24 06:57:43,1,4475.15,4475.15,62,22773.0,15400.38,241,1
EXWM08853298734011,2023-12-09 13:36:55,1,451.86,451.86,45,31543.28,9799.57,407,1
EYAM24887820282536,2024-10-31 01:31:20,1,2700.64,2700.64,46,35841.77,10147.7,81,0
EYBG60816418044608,2023-07-17 08:51:18,1,243.51,243.51,66,70222.1,11692.53,553,1
EYJE69969697686990,2024-12-06 20:53:12,1,2001.99,2001.99,48,73486.49,16064.14,44,0
EYKT16011241158488,2024-09-25 13:26:04,1,3166.54,3166.54,21,31835.17,1206.35,116,1
EYOD31240132653733,2024-04-09 01:49:35,1,1926.05,1926.05,54,146594.61,4175.1,286,1
EYOH22857042402555,2024-03-14 14:13:35,1,2634.33,2634.33,27,89685.3,6309.01,311,1
EYOL09444831749360,2024-08-10 16:33:25,1,2876.94,2876.94,19,64383.75,17149.45,162,1
