Account_Number,recency_days,frequency,monetary,avg_monetary,customer_age,customer_income,account_balance,cat_share_Clothing,cat_share_Education,cat_share_Electronics,cat_share_Entertainment,cat_share_Fitness,cat_share_Food,cat_share_Grocery,cat_share_Healthcare,cat_share_Housing,cat_share_Savings,cat_share_Shopping,cat_share_Transport,cat_share_Travel,cat_share_Utilities
CTZS82477075186210,561,1,4167.65,4167.65,58,147414.56,15082.48,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUDJ86005009244928,635,1,74.52,74.52,50,44138.32,6720.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CUDT94136447729118,542,1,2827.24,2827.24,39,112363.97,14418.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CUJX70129839454164,327,1,3169.27,3169.27,49,130696.87,11453.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CUKM63979255116436,137,1,55.7,55.7,26,131299.58,19414.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUPR51385445770299,299,1,3020.61,3020.61,32,103187.88,9415.11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUQX98566430165562,371,1,2744.04,2744.04,24,83835.75,700.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CUSG53910389166770,359,1,2734.03,2734.03,53,106378.93,18584.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CUWR12923613912377,706,1,2717.44,2717.44,38,148589.88799999998,18068.66,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUXW91277615180784,566,1,343.63,343.63,20,37513.08,6790.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CVGN43962197640393,700,1,1760.45,1760.45,58,66041.72,3205.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CVGT50016809414915,633,1,1251.4,1251.4,24,110574.68,3169.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CVIZ80681065950363,219,1,2144.4,2144.4,35,59988.8,9110.01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CVKR46687930302853,528,1,455.22,455.22,46,69772.62,5984.19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CVRE06820481093054,555,1,4447.99,4447.99,35,88653.64,8910.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CVVK28572562926933,219,1,4361.47,4361.47,44,79385.85,18267.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CVYC03565942992023,32,1,3826.96,3826.96,54,79976.91,5016.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CVZS79912306553351,3,1,2587.26,2587.26,60,83845.5,2387.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CVZS91981775512944,242,1,3327.21,3327.21,29,123682.25,16475.32,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CVZW75040937011859,310,1,2990.94,2990.94,41,135631.53,13159.59,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CWAO19129433702657,641,1,3809.67,3809.67,20,85091.56,11895.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CWIF62037087821160,580,1,2044.92,2044.92,35,93577.34,6677.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CWKC75079631324049,326,1,224.97,224.97,26,143425.09,8787.51,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CWMU20172951266086,249,1,2640.94,2640.94,42,115006.97,9261.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CWTC39683902829767,335,1,4580.08,4580.08,37,148589.88799999998,8185.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CWUR05763101089654,497,1,445.21,445.21,46,29347.34,1113.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CWWH11265974603023,361,1,4644.19,4644.19,18,133181.74,8939.86,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CWWH25179044708560,204,1,1627.22,1627.22,22,84008.22,8946.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXAM00308597370612,260,1,3505.37,3505.37,57,78685.5,14359.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CXDF59822189870162,560,1,2456.57,2456.57,42,34253.49,9075.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CXIK57953723766041,153,1,1767.71,1767.71,36,66154.66,10327.05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXIT80084755577343,727,1,1944.96,1944.96,68,41174.84,8374.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CXNP30953267084886,371,1,3029.11,3029.11,26,35278.24,6161.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYAM27153123455068,23,1,4416.12,4416.12,55,74725.64,2918.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CYGQ70554405475532,578,1,2735.34,2735.34,44,108657.27,5344.44,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYIH90705473601579,638,1,4567.87,4567.87,38,125399.89,4288.69,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYIM96136077272045,544,1,3564.99,3564.99,20,44484.91,9642.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CYLE21815958812368,503,1,3346.76,3346.76,32,77246.83,17202.65,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYNR07328197507721,611,1,51.378,51.378,24,115727.71,13645.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CYNU95152234508960,455,1,4244.98,4244.98,56,98403.13,7578.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYSA67736852374761,293,1,655.99,655.99,54,125025.1,3554.64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZLK96743338496552,97,1,1981.85,1981.85,18,29486.59,12184.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZRM96561308761238,532,1,4304.21,4304.21,70,109850.91,18481.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CZSZ01722240507648,555,1,3348.95,3348.95,45,44266.41,16096.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CZTB01128401723446,211,1,2565.75,2565.75,49,108230.78,10360.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CZXS45236219036165,533,1,592.67,592.67,67,116781.14,19687.41,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CZYR75705320936130,317,1,664.25,664.25,28,88741.61,11910.73,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DADQ18896991329357,374,1,4264.87,4264.87,22,80117.22,15538.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DAQK37007001022212,169,1,4772.49,4772.49,57,70968.55,11721.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
DAUI06331476730091,509,1,1599.15,1599.15,28,142611.77,8901.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAXV23873518664774,522,1,4335.57,4335.57,42,88054.08,19130.74,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAZE13125129311005,43,1,3804.21,3804.21,55,118411.67,4144.46,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAZM76987101494116,429,1,88.36,88.36,31,21603.29,15856.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
DBAE60772143486965,453,1,4213.44,4213.44,61,27815.78,16313.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DBCB74520500991197,548,1,1616.54,1616.54,34,108241.97,12068.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DBDA23200186766100,591,1,3483.29,3483.29,55,143119.57,11517.38,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DBMY26844187768961,355,1,1935.9,1935.9,33,120952.55,5497.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DBNO44499890716778,455,1,312.89,312.89,46,103619.0,12789.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DBSS96412495688191,171,1,2777.66,2777.66,38,52474.13,8605.51,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DBTB74447939117174,386,1,4392.61,4392.61,20,124459.28,3541.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DCCY20272216317419,440,1,673.75,673.75,56,76181.45,2914.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DCGV91222761584251,325,1,2496.36,2496.36,23,127082.58,14546.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DCKB10162600802658,313,1,4153.21,4153.21,27,108306.75,11722.24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCMM73290457598875,417,1,1432.21,1432.21,37,84434.35,15230.62,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCOZ16535955394506,343,1,625.56,625.56,69,88194.29,15813.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DCQS39406557820190,715,1,3271.61,3271.61,48,105147.4,17162.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DCRN98142185929300,117,1,4735.16,4735.16,59,23236.22,11954.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCTX45720555321685,331,1,3487.5,3487.5,64,146850.29,11384.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DCYQ97248187063378,453,1,2306.3,2306.3,38,28433.31,6338.57,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDFA05655530407439,379,1,1814.3,1814.3,36,108327.01,296.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DDKR48580526321196,261,1,3783.43,3783.43,68,21502.13,7943.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DDMM12201907258733,415,1,3033.01,3033.01,68,104010.21,7882.76,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDPB40478737480521,651,1,903.55,903.55,46,40320.32,6759.32,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDSK69646077359569,653,1,3249.56,3249.56,27,126427.08,19232.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
DDYE91974269411172,668,1,4111.01,4111.01,66,104849.9,9114.78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DECP81704232758881,214,1,1575.85,1575.85,23,63010.12,5602.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DECQ40766739049078,406,1,1575.92,1575.92,21,71063.45,17258.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DECY91442381454032,688,1,1120.42,1120.42,67,123358.93,620.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DEDU76208012893482,340,1,3127.04,3127.04,18,93164.58,2917.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DEFD50014188421630,140,1,4958.134399999999,4958.134399999999,36,146970.56,3543.35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEHP63177495421062,70,1,3536.24,3536.24,69,76110.81,5089.05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEKW83799005366933,7,1,3816.77,3816.77,24,128127.45,339.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
DEMB22132176720191,201,1,1571.82,1571.82,40,24787.06,6421.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DEMN30596832823317,193,1,3057.39,3057.39,39,65499.52,12136.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DENI56967570571715,80,1,2123.93,2123.93,39,142261.63,11181.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DENT94520641910616,56,1,4548.96,4548.96,29,94449.38,19635.52,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DESZ26625478009580,340,1,1040.35,1040.35,52,120855.07,1213.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DEWH56316766027168,50,1,1297.81,1297.81,34,30279.52,17479.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DEWV59836207498849,50,1,3684.41,3684.41,69,57054.61,17354.11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEYD37565896359570,201,1,1753.05,1753.05,58,99073.79,17489.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DEYS47299263370095,251,1,1832.79,1832.79,64,52627.41,3269.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEYZ42114086825095,132,1,1929.05,1929.05,54,58696.36,12060.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DFCY80822679909666,212,1,696.3,696.3,44,113197.14,19558.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DFDD89462311665563,411,1,1498.07,1498.07,25,65132.05,15501.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DFGN46285069672064,528,1,889.3,889.3,33,59895.04,3617.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
DFGU01674302120663,337,1,895.35,895.35,62,120456.62,16007.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DFKW92833971785681,729,1,3027.45,3027.45,57,21522.01,4504.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DFNT62505073249139,653,1,51.378,51.378,67,27015.91,2787.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DFQM50384101959922,9,1,3469.16,3469.16,26,141283.58,1987.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DFQO50826703909738,181,1,4662.25,4662.25,70,110346.86,4930.41,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DFYL80443065772112,514,1,2752.75,2752.75,45,84670.19,6128.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DGCC58250843421121,6,1,1201.61,1201.61,30,72373.68,17427.13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGCG51830258534658,368,1,2609.65,2609.65,32,32001.64,15281.17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHAL97253324970730,630,1,1926.39,1926.39,30,22409.85,6714.55,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHDA98624531157182,61,1,3107.55,3107.55,55,76050.81,14662.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DHIE75576729911549,316,1,1525.3,1525.3,18,112116.87,9740.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DHII96895092918489,335,1,4300.51,4300.51,36,28067.66,2278.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DHJI38998278020586,423,1,1850.79,1850.79,24,119686.96,11393.19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHNT64804073730415,522,1,1470.75,1470.75,44,58873.86,16110.19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHOD18425476818268,728,1,1328.08,1328.08,40,119768.03,8226.21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHOX31295048881987,450,1,433.11,433.11,40,85868.25,4594.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
DHPP97309514607372,559,1,3941.51,3941.51,56,42949.71,14072.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DHPY75342459125368,251,1,2977.98,2977.98,47,74488.69,15712.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DHRH50712455312900,314,1,4041.96,4041.96,56,98283.12,19346.11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHUH75214554472270,729,1,928.48,928.48,40,82449.79,12000.53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHWA90915386028262,297,1,3965.7,3965.7,47,98986.11,15212.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHWW61700048541234,662,1,1492.06,1492.06,21,146562.09,13367.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHYN99754839377727,451,1,1923.24,1923.24,40,81396.98,1562.97,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIAV88779515699229,517,1,2860.99,2860.99,28,148589.88799999998,4698.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIQH51560951427702,209,1,1032.89,1032.89,38,25834.89,11067.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISY09671080045872,562,1,3465.38,3465.38,26,78473.31,11823.38,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DITX89216850989479,260,1,4472.11,4472.11,68,145023.54,8812.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
DIUG51200451582843,663,1,4310.76,4310.76,24,108279.11,18830.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
DIWZ97887953120409,308,1,1696.11,1696.11,59,126797.61,18192.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DJAY84993231234266,714,1,641.59,641.59,40,68038.78,18722.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DJPH59468953742525,322,1,3543.29,3543.29,48,67927.26,17208.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DJSW87037844576763,450,1,4393.99,4393.99,23,59693.38,13650.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DJXO60409626292259,2,1,3694.01,3694.01,67,58629.1,14152.05,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJXU19679918451920,291,1,3103.26,3103.26,65,108053.65,3946.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DKGO22155668473236,327,1,1069.71,1069.71,62,95364.91,3413.82,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKJM17580803889044,29,1,4192.49,4192.49,64,93560.44,15137.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKKR49738400811052,522,1,3019.36,3019.36,40,90539.19,12186.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKQA85111504122501,283,1,259.02,259.02,24,107362.04,11975.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DKSZ00713204484567,636,1,3035.27,3035.27,31,36177.96,402.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKUO03434917100357,435,1,2911.54,2911.54,58,35980.07,2353.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
DKZF29301179685145,676,1,3454.03,3454.03,20,40498.81,8493.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DLGK27800560886384,441,1,221.97,221.97,57,104932.42,9659.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DLJH69803459489304,259,1,4427.17,4427.17,37,24866.49,16733.15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLLJ16431670450232,154,1,1580.69,1580.69,45,69637.21,6306.61,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLMK88680226347141,392,1,3499.58,3499.58,54,99953.51,18335.96,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLPH41591066086236,47,1,4534.3,4534.3,55,89910.68,7030.47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLRX96719652630266,416,1,968.86,968.86,46,116356.21,4945.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DLYT05424878404147,552,1,252.93,252.93,27,118152.67,18743.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DMAV35341765461411,545,1,2398.78,2398.78,24,141201.86,12289.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DMHP12063175529776,279,1,2223.77,2223.77,50,125101.78,19781.6228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DMJF01180829548521,56,1,3604.2,3604.2,63,106925.05,747.62,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMJP28617468590262,511,1,4526.21,4526.21,34,33436.77,18662.27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMOC48957925785235,370,1,2446.05,2446.05,51,103381.23,19211.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
DMPT33505573857368,687,1,4169.56,4169.56,52,135095.03,5450.98,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMRB19903421348548,98,1,1877.33,1877.33,70,39525.84,1976.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
