Account_Number,txn_count,total_spend,avg_spend,std_spend,failed_txn_count,online_txn_count,Discount_Applied_mean,Loyalty_Points_Earned_sum,online_txn_ratio,failed_txn_ratio
FUUZ72447539879201,1,51.378,51.378,,0,0,1.0,80,0.0,0.0
FVGM23916135024855,1,4631.1,4631.1,,0,0,1.0,214,0.0,0.0
FVIY38720757931444,1,3371.79,3371.79,,0,0,0.0,15,0.0,0.0
FVJV46263251448811,1,2920.44,2920.44,,0,0,1.0,46,0.0,0.0
FVND12312616324888,1,1500.4,1500.4,,0,0,0.0,256,0.0,0.0
FVQJ63955564226081,1,1237.69,1237.69,,0,0,0.0,331,0.0,0.0
FVVV04181359989897,1,2014.99,2014.99,,0,0,0.0,279,0.0,0.0
FVYB66604853123443,1,3943.66,3943.66,,1,0,1.0,232,0.0,1.0
FVYP02907542248980,1,2612.32,2612.32,,1,0,1.0,442,0.0,1.0
FVZR83149141011201,1,3311.79,3311.79,,1,0,0.0,156,0.0,1.0
FWLE85520298135283,1,2789.96,2789.96,,1,0,0.0,2,0.0,1.0
FWOW63396800711947,1,1037.07,1037.07,,0,0,1.0,22,0.0,0.0
FWQJ00001374378471,1,2964.63,2964.63,,1,0,0.0,330,0.0,1.0
FWQJ38632221705075,1,4567.2,4567.2,,0,0,1.0,322,0.0,0.0
FXAB10292718229094,1,2420.9,2420.9,,0,0,1.0,328,0.0,0.0
FXEH50799378735219,1,3602.84,3602.84,,0,0,0.0,473,0.0,0.0
FXEW08595031215595,1,4012.31,4012.31,,0,0,1.0,368,0.0,0.0
FXID24845467313717,1,1381.87,1381.87,,1,0,0.0,481,0.0,1.0
FXIV64844941163187,1,1495.73,1495.73,,1,0,1.0,352,0.0,1.0
FXNK81772925783636,1,3549.9,3549.9,,0,0,1.0,91,0.0,0.0
FXNO39589483286464,1,3362.09,3362.09,,0,0,0.0,322,0.0,0.0
FXOH82760670625091,1,3808.89,3808.89,,0,0,1.0,200,0.0,0.0
FXXQ09956052440847,1,427.89,427.89,,0,0,0.0,265,0.0,0.0
FXYM49747870676442,1,150.82,150.82,,0,0,0.0,242,0.0,0.0
FXYP20028394823220,1,3533.56,3533.56,,0,0,1.0,107,0.0,0.0
FYDO58839785708200,1,640.8,640.8,,0,0,0.0,45,0.0,0.0
FYDW51009991299824,1,2066.21,2066.21,,0,0,1.0,231,0.0,0.0
FYEF83721302732204,1,3659.23,3659.23,,0,0,0.0,439,0.0,0.0
FYEV49476419495832,1,2765.74,2765.74,,0,0,0.0,325,0.0,0.0
FYYH34617891771020,1,3561.68,3561.68,,0,0,0.0,235,0.0,0.0
FYYH80294462763514,1,2114.46,2114.46,,0,0,0.0,496,0.0,0.0
FZCZ17245605182080,1,1920.83,1920.83,,0,0,1.0,282,0.0,0.0
FZEQ01771062945026,1,438.26,438.26,,0,0,1.0,479,0.0,0.0
FZFI06547476950904,1,3167.22,3167.22,,0,0,1.0,114,0.0,0.0
FZHV59402169806813,1,4381.18,4381.18,,0,0,1.0,135,0.0,0.0
FZIU37795076557374,1,3441.78,3441.78,,0,0,1.0,212,0.0,0.0
FZKP48153246063981,1,1676.61,1676.61,,1,0,0.0,95,0.0,1.0
FZMJ30954497912799,1,4852.15,4852.15,,1,0,0.0,344,0.0,1.0
FZQC46172701891388,1,1618.7,1618.7,,0,0,1.0,431,0.0,0.0
FZSM08070633699879,1,3173.02,3173.02,,1,0,1.0,66,0.0,1.0
FZSN56120646467647,1,1706.26,1706.26,,0,0,1.0,32,0.0,0.0
FZVF55145885018299,1,51.378,51.378,,1,0,1.0,431,0.0,1.0
GABV60328979573775,1,3100.69,3100.69,,1,0,0.0,177,0.0,1.0
GACR17960757898497,1,3429.97,3429.97,,1,0,0.0,129,0.0,1.0
GAXA90387556761342,1,4006.09,4006.09,,1,0,0.0,169,0.0,1.0
GAYE93095872020752,1,2876.66,2876.66,,0,0,0.0,412,0.0,0.0
GAZX68317641726808,1,3711.04,3711.04,,0,0,1.0,64,0.0,0.0
GBJG50238502289466,1,4748.31,4748.31,,1,0,0.0,223,0.0,1.0
GBPQ37164294612579,1,2609.26,2609.26,,0,0,0.0,19,0.0,0.0
GBQD51130010589911,1,1590.89,1590.89,,0,0,0.0,156,0.0,0.0
GBQV71439039092005,1,3269.4,3269.4,,0,0,0.0,355,0.0,0.0
GBTG53521517346606,1,4821.27,4821.27,,0,0,1.0,105,0.0,0.0
GBYH81691948670769,1,4853.67,4853.67,,0,0,1.0,258,0.0,0.0
GCDZ79494422832995,1,2066.66,2066.66,,0,0,1.0,295,0.0,0.0
GCHK71909366176588,1,4119.32,4119.32,,0,0,0.0,352,0.0,0.0
GCKE34993726995191,1,61.43,61.43,,1,0,0.0,485,0.0,1.0
GCLX88785066067514,1,3525.15,3525.15,,0,0,1.0,373,0.0,0.0
GCOB67836760696879,1,2614.11,2614.11,,0,0,0.0,52,0.0,0.0
GCRM92897284540182,1,3471.28,3471.28,,0,0,1.0,245,0.0,0.0
GCRW39330111840654,1,1855.85,1855.85,,0,0,0.0,201,0.0,0.0
GCVQ06664059974308,1,4832.71,4832.71,,0,0,1.0,255,0.0,0.0
GDBR08348098544878,1,1290.35,1290.35,,1,0,1.0,277,0.0,1.0
GDBW20852056459803,1,4852.61,4852.61,,1,0,0.0,497,0.0,1.0
GDED46394762542926,1,4363.53,4363.53,,0,0,0.0,427,0.0,0.0
GDGA22037354053340,1,216.1,216.1,,0,0,1.0,150,0.0,0.0
GDGY96286338975470,1,2059.36,2059.36,,1,0,1.0,462,0.0,1.0
GDLY26210741443010,1,2632.67,2632.67,,0,0,1.0,379,0.0,0.0
GDQC44210209016744,1,160.71,160.71,,0,0,1.0,195,0.0,0.0
GDQP05098221625932,1,1315.95,1315.95,,0,0,0.0,149,0.0,0.0
GDWC48241430444697,1,327.04,327.04,,0,0,1.0,45,0.0,0.0
GDWK93809627861189,1,1191.79,1191.79,,1,0,0.0,420,0.0,1.0
GDXK67261736292459,1,3241.61,3241.61,,1,0,1.0,277,0.0,1.0
GEJA06157276829751,1,609.42,609.42,,0,0,1.0,461,0.0,0.0
GEKZ15310430804531,1,4086.62,4086.62,,1,0,0.0,315,0.0,1.0
GEQB77113062113695,1,3196.55,3196.55,,1,0,1.0,9,0.0,1.0
GEUM05904735352265,1,3505.73,3505.73,,0,0,0.0,312,0.0,0.0
GEVH03589298808583,1,1236.9,1236.9,,0,0,0.0,473,0.0,0.0
GFAK85374858048276,1,1009.93,1009.93,,0,0,0.0,263,0.0,0.0
GFJH62962080598312,1,1459.84,1459.84,,0,0,1.0,386,0.0,0.0
GFLR97486971210698,1,2727.87,2727.87,,0,0,1.0,11,0.0,0.0
GFMT95376882409194,1,550.96,550.96,,0,0,0.0,312,0.0,0.0
GFMZ76311431075398,1,2684.27,2684.27,,0,0,0.0,7,0.0,0.0
GFXF39982137455611,1,2141.3,2141.3,,0,0,1.0,443,0.0,0.0
GFYP70115491773260,1,2325.79,2325.79,,0,0,1.0,209,0.0,0.0
GFZZ26373196824369,1,444.77,444.77,,1,0,1.0,47,0.0,1.0
GGGO31255235617817,1,2034.86,2034.86,,0,0,0.0,46,0.0,0.0
GGPT71302715133269,1,767.98,767.98,,0,0,1.0,266,0.0,0.0
GGYJ31727496318853,1,4651.43,4651.43,,1,0,0.0,240,0.0,1.0
GGYM91128981231795,1,1149.1,1149.1,,1,0,1.0,146,0.0,1.0
GGZN10944164231654,1,3746.04,3746.04,,0,0,0.0,380,0.0,0.0
GHAN14435754789350,1,2579.34,2579.34,,0,0,1.0,224,0.0,0.0
GHMA61013231230367,1,131.23,131.23,,0,0,1.0,294,0.0,0.0
GHMX27244522759426,1,1639.81,1639.81,,1,0,1.0,318,0.0,1.0
GHOI61215756264126,1,4547.39,4547.39,,1,0,0.0,54,0.0,1.0
GHPW84061386748578,1,1766.03,1766.03,,1,0,1.0,198,0.0,1.0
GHQI71370587752221,1,4129.99,4129.99,,0,0,0.0,274,0.0,0.0
GHTE38986225468629,1,4584.91,4584.91,,0,0,0.0,319,0.0,0.0
GHUF52861323945645,1,3798.21,3798.21,,1,0,0.0,69,0.0,1.0
GICX48502759082680,1,146.73,146.73,,0,0,0.0,119,0.0,0.0
GIFX09536773498529,1,184.32,184.32,,1,0,0.0,117,0.0,1.0
GIJO94592351638326,1,4922.28,4922.28,,0,0,1.0,25,0.0,0.0
GIJX96686679899470,1,4292.74,4292.74,,0,0,0.0,263,0.0,0.0
GIMH89012484479365,1,3493.91,3493.91,,0,0,1.0,76,0.0,0.0
GIVJ59421042084182,1,1570.19,1570.19,,1,0,1.0,198,0.0,1.0
GJBN88772753866897,1,593.55,593.55,,0,0,0.0,347,0.0,0.0
GJDV37230735713618,1,3153.41,3153.41,,0,0,0.0,26,0.0,0.0
GJLZ51638883289971,1,2217.85,2217.85,,0,0,1.0,266,0.0,0.0
GJMG32874256568668,1,51.378,51.378,,1,0,0.0,80,0.0,1.0
GJMY53363305754370,1,1917.36,1917.36,,0,0,1.0,209,0.0,0.0
GJQF36788387369323,1,3383.43,3383.43,,0,0,1.0,131,0.0,0.0
GJQR14608247407943,1,1614.45,1614.45,,0,0,1.0,440,0.0,0.0
GJRD00334539317422,1,1894.9,1894.9,,1,0,1.0,117,0.0,1.0
GJUK35381157509272,1,1431.46,1431.46,,0,0,1.0,372,0.0,0.0
GJUU33578437011803,1,4149.68,4149.68,,1,0,1.0,159,0.0,1.0
GJWR56450446240441,1,51.378,51.378,,1,0,0.0,11,0.0,1.0
GJXW77784265979843,1,882.27,882.27,,1,0,0.0,424,0.0,1.0
GJXX68348549751579,1,3449.53,3449.53,,0,0,1.0,122,0.0,0.0
GKBN96261684552527,1,399.45,399.45,,0,0,1.0,363,0.0,0.0
GKDC87786341448777,1,3975.26,3975.26,,1,0,0.0,229,0.0,1.0
GKDO08716508170376,1,185.13,185.13,,0,0,0.0,140,0.0,0.0
GKNW60944697895500,1,3086.63,3086.63,,0,0,0.0,397,0.0,0.0
GKOD88285332319512,1,2356.32,2356.32,,1,0,0.0,491,0.0,1.0
GKPE43440489021772,1,2681.75,2681.75,,1,0,0.0,5,0.0,1.0
GKQL30101278969519,1,79.23,79.23,,0,0,0.0,325,0.0,0.0
GKQO17020055501878,1,2591.12,2591.12,,1,0,1.0,358,0.0,1.0
GKUN34317191633547,1,2151.07,2151.07,,0,0,0.0,202,0.0,0.0
GKWI33732783969215,1,3027.67,3027.67,,1,0,0.0,445,0.0,1.0
GLAV54459318131254,1,1518.76,1518.76,,1,0,1.0,200,0.0,1.0
GLBQ05423357415181,1,1616.39,1616.39,,0,0,1.0,402,0.0,0.0
GLFV53220812749939,1,2347.0,2347.0,,1,0,1.0,263,0.0,1.0
GLGJ25556183262138,1,163.52,163.52,,0,0,1.0,13,0.0,0.0
GLHV03138783056828,1,2810.56,2810.56,,0,0,1.0,362,0.0,0.0
GLIO33702555634814,1,3313.47,3313.47,,0,0,0.0,9,0.0,0.0
GLKY32587887022124,1,2331.15,2331.15,,1,0,1.0,390,0.0,1.0
GLLY84227172662565,1,1207.94,1207.94,,0,0,1.0,37,0.0,0.0
GLOO39783412708345,1,3314.13,3314.13,,0,0,1.0,50,0.0,0.0
GLUW31324527567195,1,1774.66,1774.66,,1,0,1.0,184,0.0,1.0
GLWS43012269415354,1,420.84,420.84,,1,0,1.0,374,0.0,1.0
GLXY18406392946513,1,4743.72,4743.72,,0,0,1.0,267,0.0,0.0
GLYI64639897014557,1,574.56,574.56,,0,0,0.0,126,0.0,0.0
GMEP18749603358268,1,102.29,102.29,,0,0,0.0,120,0.0,0.0
GMKX32714725076233,1,2792.63,2792.63,,0,0,0.0,0,0.0,0.0
GMNT83755504583875,1,3640.65,3640.65,,1,0,0.0,199,0.0,1.0
GMPE45089320085875,1,3599.14,3599.14,,1,0,0.0,438,0.0,1.0
GMUD59266866808079,1,470.01,470.01,,0,0,1.0,276,0.0,0.0
GMVE76176404046551,1,775.2,775.2,,1,0,0.0,387,0.0,1.0
GMVI14022695620948,1,1970.03,1970.03,,0,0,0.0,257,0.0,0.0
GMWC93538582406858,1,4918.18,4918.18,,0,0,0.0,341,0.0,0.0
GNAD27827091760240,1,251.23,251.23,,0,0,0.0,436,0.0,0.0
GNPJ86756753515347,1,3531.41,3531.41,,0,0,1.0,478,0.0,0.0
GNPQ57646391381074,1,3963.63,3963.63,,1,0,1.0,446,0.0,1.0
GNRS00577950017325,1,2656.96,2656.96,,0,0,1.0,262,0.0,0.0
GNTO45783517983871,1,1598.98,1598.98,,0,0,1.0,451,0.0,0.0
GOAV21976174326417,1,1521.35,1521.35,,0,0,1.0,130,0.0,0.0
GOEQ26593380419171,1,3608.39,3608.39,,1,0,1.0,454,0.0,1.0
GOEY29380450308349,1,414.78,414.78,,0,0,0.0,321,0.0,0.0
GOJC28391756735082,1,1794.05,1794.05,,1,0,1.0,190,0.0,1.0
GOMO03927499143839,1,1433.6,1433.6,,1,0,1.0,444,0.0,1.0
GORV46790870187260,1,3538.01,3538.01,,0,0,0.0,385,0.0,0.0
GOUX20945167670636,1,3184.91,3184.91,,0,0,0.0,187,0.0,0.0
GPCL57310520898318,1,2820.27,2820.27,,0,0,0.0,83,0.0,0.0
GPEY81122314488636,1,4294.27,4294.27,,0,0,1.0,409,0.0,0.0
GPLS84913878701881,1,718.55,718.55,,0,0,0.0,72,0.0,0.0
GPMI74769116122150,1,698.27,698.27,,1,0,1.0,391,0.0,1.0
GPRN41189474717993,1,2100.81,2100.81,,1,0,0.0,425,0.0,1.0
GQBS15884902891041,1,51.378,51.378,,0,0,1.0,236,0.0,0.0
GQMJ04704208664786,1,3826.16,3826.16,,0,0,1.0,74,0.0,0.0
GQNU47322322426378,1,1120.07,1120.07,,0,0,0.0,24,0.0,0.0
GQOF70759335924238,1,3587.93,3587.93,,1,0,0.0,99,0.0,1.0
GQPO12398189397204,1,3213.48,3213.48,,1,0,0.0,344,0.0,1.0
GQQG33149325485928,1,1989.79,1989.79,,1,0,0.0,234,0.0,1.0
GQQK46734743693908,1,1588.62,1588.62,,0,0,0.0,111,0.0,0.0
GQSP87261969716877,1,3998.68,3998.68,,0,0,1.0,373,0.0,0.0
GQTE44900915422184,1,3460.13,3460.13,,0,0,0.0,466,0.0,0.0
GQTM33761851862671,1,3004.06,3004.06,,0,0,1.0,194,0.0,0.0
GRCK67997281561302,1,3807.16,3807.16,,1,0,1.0,358,0.0,1.0
GRDM51424329429284,1,2221.02,2221.02,,1,0,1.0,120,0.0,1.0
GRFI03092283436445,1,4039.55,4039.55,,0,0,0.0,464,0.0,0.0
GRHC81720357965640,1,568.66,568.66,,0,0,1.0,424,0.0,0.0
GRRF32345335668228,1,2685.14,2685.14,,0,0,0.0,139,0.0,0.0
GSDY85362054493392,1,1725.85,1725.85,,1,0,1.0,24,0.0,1.0
GSKL33089233313514,1,4206.63,4206.63,,0,0,0.0,67,0.0,0.0
GSKO87520702042620,1,140.37,140.37,,0,0,0.0,472,0.0,0.0
GSPX84791665914445,1,4958.134399999999,4958.134399999999,,0,0,0.0,62,0.0,0.0
GSUV93925679746317,1,2423.74,2423.74,,1,0,1.0,104,0.0,1.0
GSYT01505954761680,1,2750.88,2750.88,,0,0,0.0,311,0.0,0.0
GTAS17447940803089,1,4602.36,4602.36,,0,0,1.0,302,0.0,0.0
GTIA26908964966681,1,216.56,216.56,,0,0,1.0,374,0.0,0.0
GTID75723089612694,1,3474.62,3474.62,,1,0,0.0,165,0.0,1.0
GTQU36469061096033,1,1349.03,1349.03,,0,0,1.0,358,0.0,0.0
GTUY69957139570016,1,4008.97,4008.97,,1,0,0.0,434,0.0,1.0
GTZG13294027594250,1,469.86,469.86,,0,0,1.0,297,0.0,0.0
GUEZ77004535859730,1,3428.65,3428.65,,1,0,0.0,408,0.0,1.0
GUGJ89140269631555,1,145.89,145.89,,1,0,1.0,183,0.0,1.0
GULO13432406424295,1,3385.11,3385.11,,0,0,1.0,281,0.0,0.0
GUMK56441493001590,1,842.04,842.04,,0,0,0.0,414,0.0,0.0
GUOL58263218945108,1,1388.45,1388.45,,0,0,0.0,53,0.0,0.0
GUYE00253046740718,1,1896.67,1896.67,,0,0,1.0,13,0.0,0.0
GUYF63345708117596,1,824.96,824.96,,1,0,0.0,324,0.0,1.0
GVFH54337453656026,1,3640.22,3640.22,,0,0,0.0,196,0.0,0.0
GVIN92978370124710,1,4277.78,4277.78,,1,0,1.0,438,0.0,1.0
GVLQ73111354925867,1,1456.81,1456.81,,0,0,0.0,470,0.0,0.0
GVPD85921268485637,1,2831.82,2831.82,,0,0,1.0,439,0.0,0.0
GVRL47872681931922,1,2398.0,2398.0,,1,0,0.0,364,0.0,1.0
GVRX75189534297039,1,1115.7,1115.7,,1,0,1.0,375,0.0,1.0
GWDZ09035858726327,1,4586.71,4586.71,,0,0,1.0,156,0.0,0.0
GWFG07487453401074,1,4536.28,4536.28,,0,0,0.0,38,0.0,0.0
GWOF03350516023251,1,3337.33,3337.33,,1,0,0.0,136,0.0,1.0
GXCH73714503118026,1,3548.95,3548.95,,0,0,0.0,151,0.0,0.0
GXDH80049832112212,1,3388.35,3388.35,,0,0,1.0,417,0.0,0.0
GXDS12604858965498,1,3115.47,3115.47,,0,0,0.0,102,0.0,0.0
GXFA36686427786268,1,3352.23,3352.23,,0,0,1.0,243,0.0,0.0
GXGA41176142152483,1,1855.8,1855.8,,0,0,0.0,36,0.0,0.0
GXMC36375060503351,1,4575.47,4575.47,,0,0,1.0,63,0.0,0.0
GXMK97268395070513,1,1030.98,1030.98,,0,0,1.0,51,0.0,0.0
GXQV79832323677098,1,3268.42,3268.42,,0,0,1.0,51,0.0,0.0
GXZY03646871912038,1,4694.96,4694.96,,0,0,0.0,281,0.0,0.0
GYAW57761406926005,1,3370.12,3370.12,,0,0,0.0,68,0.0,0.0
GYOY82564858647669,1,3401.51,3401.51,,0,0,0.0,46,0.0,0.0
GYRI47278121965735,1,868.65,868.65,,0,0,1.0,446,0.0,0.0
GYWJ88823725442253,1,3323.53,3323.53,,0,0,1.0,199,0.0,0.0
GYWW51021401283319,1,4037.07,4037.07,,1,0,0.0,281,0.0,1.0
GZAM35485396104808,1,1764.43,1764.43,,0,0,0.0,478,0.0,0.0
GZDB91568309531225,1,2163.51,2163.51,,1,0,1.0,79,0.0,1.0
GZFW81231239204910,1,1399.23,1399.23,,0,0,1.0,239,0.0,0.0
GZIU66038090131718,1,884.99,884.99,,0,0,1.0,343,0.0,0.0
GZKW24937104176285,1,1778.77,1778.77,,0,0,0.0,220,0.0,0.0
GZNV25854218808799,1,4284.38,4284.38,,0,0,1.0,225,0.0,0.0
GZPR01871513006340,1,3715.92,3715.92,,1,0,0.0,91,0.0,1.0
GZYP04702371250682,1,2617.9,2617.9,,0,0,1.0,444,0.0,0.0
HABJ49646129390025,1,4958.134399999999,4958.134399999999,,0,0,0.0,101,0.0,0.0
HAKK77979836760741,1,3370.66,3370.66,,1,0,0.0,63,0.0,1.0
HANW39085830684836,1,2554.32,2554.32,,0,0,0.0,497,0.0,0.0
HAPG88801221243652,1,772.75,772.75,,0,0,1.0,472,0.0,0.0
HATO23610809261662,1,3951.08,3951.08,,1,0,1.0,279,0.0,1.0
HAVA60451990818733,1,4486.95,4486.95,,0,0,0.0,204,0.0,0.0
HAWK10271905814796,1,2675.99,2675.99,,1,0,0.0,390,0.0,1.0
HAYR77226966734958,1,1526.47,1526.47,,0,0,1.0,267,0.0,0.0
HBBA99843361137118,1,4883.15,4883.15,,0,0,0.0,17,0.0,0.0
HBBJ02369362689430,1,4843.7,4843.7,,0,0,1.0,81,0.0,0.0
HBEH40567712515890,1,4606.21,4606.21,,0,0,0.0,103,0.0,0.0
HBFC36716033841787,1,3171.33,3171.33,,1,0,1.0,170,0.0,1.0
HBIZ55965765786800,1,4958.134399999999,4958.134399999999,,1,0,0.0,301,0.0,1.0
HBTZ46214706165373,1,2634.65,2634.65,,1,0,0.0,416,0.0,1.0
HBUN42116846038951,1,3831.44,3831.44,,1,0,1.0,448,0.0,1.0
HBWM78019467014128,1,1544.8,1544.8,,0,0,1.0,475,0.0,0.0
HBXL85821964599682,1,4870.03,4870.03,,0,0,1.0,332,0.0,0.0
HCEE06676654053242,1,4915.05,4915.05,,0,0,0.0,221,0.0,0.0
HCMI21963461087598,1,2628.53,2628.53,,0,0,1.0,219,0.0,0.0
HCMU42128265859702,1,2531.14,2531.14,,1,0,0.0,117,0.0,1.0
HCMU70404922240666,1,4662.03,4662.03,,0,0,0.0,253,0.0,0.0
HCNC17768729047742,1,4382.46,4382.46,,1,0,1.0,365,0.0,1.0
HCNT76079046600559,1,3827.54,3827.54,,1,0,0.0,260,0.0,1.0
HCZF75341839955780,1,2578.83,2578.83,,1,0,1.0,430,0.0,1.0
HDDS80425542805376,1,2833.77,2833.77,,0,0,0.0,259,0.0,0.0
HDGV12978552964893,1,439.94,439.94,,0,0,0.0,149,0.0,0.0
HDHK27625593765118,1,3906.71,3906.71,,1,0,0.0,380,0.0,1.0
HDIG77014389204463,1,3657.81,3657.81,,0,0,1.0,367,0.0,0.0
HDIS39282235963472,1,1908.45,1908.45,,1,0,0.0,315,0.0,1.0
HDKL25417832112681,1,1353.4,1353.4,,1,0,1.0,76,0.0,1.0
HDNJ95864917058030,1,849.55,849.55,,0,0,1.0,273,0.0,0.0
HDOB25337970860437,1,792.29,792.29,,0,0,1.0,268,0.0,0.0
HDOE36132800019594,1,2649.43,2649.43,,0,0,0.0,438,0.0,0.0
HDWO44851954423344,1,4958.134399999999,4958.134399999999,,0,0,1.0,384,0.0,0.0
HDYK79970658112450,1,3664.26,3664.26,,0,0,0.0,126,0.0,0.0
HDZO29476380839065,1,1059.07,1059.07,,0,0,1.0,326,0.0,0.0
HECV65155673376107,1,752.15,752.15,,0,0,1.0,496,0.0,0.0
HEEJ81554203403010,1,4628.25,4628.25,,0,0,1.0,288,0.0,0.0
HEEX10912944314140,1,2149.05,2149.05,,0,0,1.0,414,0.0,0.0
HEFE73938992045735,1,1683.97,1683.97,,1,0,1.0,118,0.0,1.0
HEGE85414226326214,1,1578.47,1578.47,,0,0,0.0,17,0.0,0.0
HEHN61850761087082,1,3397.31,3397.31,,0,0,0.0,347,0.0,0.0
HEIT13577908335061,1,403.56,403.56,,0,0,1.0,177,0.0,0.0
HEJA61869460569274,1,4721.78,4721.78,,0,0,0.0,79,0.0,0.0
HEQL33736230576207,1,1015.73,1015.73,,1,0,1.0,203,0.0,1.0
HEVC26942894642036,1,4527.16,4527.16,,0,0,0.0,327,0.0,0.0
HEWM22506348373230,1,1722.63,1722.63,,1,0,0.0,479,0.0,1.0
HEYA65694276380826,1,4041.26,4041.26,,0,0,0.0,179,0.0,0.0
HFBR73857094391370,1,3658.93,3658.93,,0,0,1.0,371,0.0,0.0
HFHT98877335210858,1,703.45,703.45,,1,0,1.0,323,0.0,1.0
HFPN39568514237048,1,775.57,775.57,,0,0,1.0,397,0.0,0.0
HFRE25196429586167,1,342.33,342.33,,0,0,0.0,423,0.0,0.0
HFWY93970266382071,1,3384.73,3384.73,,0,0,1.0,386,0.0,0.0
HFZY56248888049704,1,212.84,212.84,,1,0,1.0,34,0.0,1.0
HGDQ36113389260878,1,4259.31,4259.31,,0,0,0.0,161,0.0,0.0
HGEC34952209400371,1,2746.28,2746.28,,0,0,1.0,484,0.0,0.0
HGGD51801664802362,1,1915.49,1915.49,,1,0,0.0,402,0.0,1.0
HGHC69543232469355,1,3637.21,3637.21,,0,0,0.0,399,0.0,0.0
HGKH91016125901639,1,4517.6,4517.6,,0,0,1.0,222,0.0,0.0
HGME99946645099990,1,1223.1,1223.1,,0,0,0.0,333,0.0,0.0
HGOA45740850749113,1,2972.25,2972.25,,0,0,0.0,70,0.0,0.0
HGQP92839291238118,1,2571.9,2571.9,,0,0,1.0,484,0.0,0.0
HGWE65090128184893,1,3547.2,3547.2,,0,0,0.0,193,0.0,0.0
HGWM31492896918617,1,2463.67,2463.67,,0,0,1.0,129,0.0,0.0
HGWT89852588049625,1,4368.1,4368.1,,1,0,1.0,421,0.0,1.0
HHAF46776968870641,1,2538.36,2538.36,,1,0,1.0,222,0.0,1.0
HHAW53194979695867,1,488.1,488.1,,0,0,0.0,102,0.0,0.0
HHBV21489040113921,1,51.378,51.378,,0,0,0.0,359,0.0,0.0
HHFI96757451048480,1,3215.28,3215.28,,1,0,1.0,187,0.0,1.0
HHFK70443073246689,1,4554.01,4554.01,,0,0,0.0,319,0.0,0.0
HHFY56238994991970,1,1549.88,1549.88,,0,0,1.0,406,0.0,0.0
HHGR31672900372470,1,4903.05,4903.05,,1,0,0.0,491,0.0,1.0
HHIJ11022013921609,1,779.35,779.35,,0,0,0.0,324,0.0,0.0
HHIL33843092697883,1,4818.15,4818.15,,0,0,0.0,105,0.0,0.0
HHKH83790238940569,1,1320.16,1320.16,,1,0,1.0,327,0.0,1.0
HHMR60931608988850,1,1609.45,1609.45,,0,0,0.0,143,0.0,0.0
HHOX69791627624396,1,1309.43,1309.43,,1,0,1.0,181,0.0,1.0
HHTG34622642400174,1,2186.49,2186.49,,0,0,0.0,95,0.0,0.0
HHUY87534214483545,1,2841.26,2841.26,,0,0,1.0,195,0.0,0.0
HHWE97049379582915,1,2840.13,2840.13,,0,0,0.0,382,0.0,0.0
HHWY36143456486711,1,2261.23,2261.23,,0,0,0.0,346,0.0,0.0
HIAD92936059627519,1,4838.64,4838.64,,0,0,1.0,309,0.0,0.0
HIFQ53574620665273,1,1923.52,1923.52,,0,0,0.0,465,0.0,0.0
HILN53869479025485,1,3444.95,3444.95,,0,0,0.0,38,0.0,0.0
HIOC06283345573562,1,3695.18,3695.18,,0,0,0.0,353,0.0,0.0
HIOZ16780478054452,1,1479.23,1479.23,,0,0,0.0,44,0.0,0.0
HIQM15658879340486,1,1654.59,1654.59,,0,0,0.0,480,0.0,0.0
HIRP81934211474675,1,4533.1,4533.1,,1,0,0.0,195,0.0,1.0
HIUC40580670914465,1,2480.63,2480.63,,1,0,1.0,261,0.0,1.0
HJCX66382677597277,1,4092.93,4092.93,,0,0,1.0,54,0.0,0.0
HJED48763029862811,1,4557.87,4557.87,,0,0,0.0,314,0.0,0.0
HJIA59389833337873,1,2410.18,2410.18,,0,0,0.0,36,0.0,0.0
HJJM22807490538905,1,4958.134399999999,4958.134399999999,,0,0,1.0,230,0.0,0.0
HJPM41442719745314,1,4942.45,4942.45,,0,0,0.0,315,0.0,0.0
HJVD28343703752696,1,2385.31,2385.31,,0,0,0.0,13,0.0,0.0
HJYE26410144230566,1,3152.94,3152.94,,1,0,0.0,201,0.0,1.0
HKNQ08779347244167,1,2048.66,2048.66,,0,0,1.0,466,0.0,0.0
HKVS48821884968066,1,2872.45,2872.45,,0,0,1.0,226,0.0,0.0
HKVS73711222990775,1,496.6,496.6,,0,0,1.0,84,0.0,0.0
HLAN54139074432979,1,4103.16,4103.16,,0,0,0.0,239,0.0,0.0
HLEH73605079181589,1,2271.35,2271.35,,0,0,0.0,395,0.0,0.0
HLGH63592172340515,1,4683.76,4683.76,,0,0,1.0,75,0.0,0.0
HLGZ94118727429331,1,3083.02,3083.02,,0,0,0.0,493,0.0,0.0
HLIU42788598819206,1,4485.73,4485.73,,1,0,1.0,256,0.0,1.0
HLQD36822015297968,1,761.11,761.11,,0,0,0.0,276,0.0,0.0
HLRN17682251272670,1,2769.03,2769.03,,0,0,0.0,335,0.0,0.0
HLWG02816506463005,1,2715.34,2715.34,,0,0,0.0,455,0.0,0.0
HLXR23398951113997,1,1253.01,1253.01,,0,0,0.0,361,0.0,0.0
HLYY80805791633928,1,2600.93,2600.93,,0,0,1.0,170,0.0,0.0
HMEE33936469549465,1,2233.87,2233.87,,0,0,0.0,208,0.0,0.0
