Account_Number,last_txn_date,frequency,monetary,avg_monetary,customer_age,customer_income,account_balance,recency_days,txn_count,total_spend,avg_spend,std_spend,failed_txn_count,online_txn_count,Discount_Applied_mean,Loyalty_Points_Earned_sum,online_txn_ratio,failed_txn_ratio,loan_amount,loan_term,loan_purpose,risk_score,default_flag
CMBM03261244337495,2023-04-28 14:19:44,1,4138.97,4138.97,18,29697.27,8866.57,632,1,4138.97,4138.97,,1,0,0.0,393,0.0,1.0,247775,48,Personal,0.07334353152056851,0
CMBX84781822234494,2024-09-18 02:42:16,1,1880.41,1880.41,68,73476.6,8468.44,124,1,1880.41,1880.41,,1,0,1.0,396,0.0,1.0,2436488,24,Vehicle,0.28596953200991193,1
CMDV86286974762370,2023-05-20 17:33:56,1,1285.94,1285.94,41,57672.71,14948.0,610,1,1285.94,1285.94,,0,0,0.0,295,0.0,0.0,837494,24,Business,0.12199359863960012,0
CMIH03590181810210,2024-07-02 22:00:04,1,3987.29,3987.29,50,130320.29,5760.51,201,1,3987.29,3987.29,,0,0,1.0,312,0.0,0.0,1706940,12,Business,0.10979881680306687,0
CMKX71417874105663,2024-06-11 10:52:18,1,4071.06,4071.06,27,90357.27,14592.33,223,1,4071.06,4071.06,,0,0,1.0,161,0.0,0.0,1188356,60,Business,0.11025861686521543,1
CMLO55574863281070,2023-09-07 09:59:45,1,2992.23,2992.23,19,133597.11,13631.42,501,1,2992.23,2992.23,,0,0,1.0,234,0.0,0.0,1251193,12,Home,0.07781830774283707,0
CMLR12920592294115,2023-04-16 19:12:34,1,544.95,544.95,33,57795.86,2304.21,644,1,544.95,544.95,,0,0,1.0,480,0.0,0.0,939465,48,Education,0.1368448807712586,0
CMRB80682423997767,2023-05-05 00:22:36,1,4111.43,4111.43,26,55152.94,8557.48,626,1,4111.43,4111.43,,0,0,1.0,412,0.0,0.0,583636,24,Vehicle,0.08824200694405696,0
CMTL62859169158209,2023-04-23 13:21:12,1,2837.38,2837.38,59,146530.24,1216.64,637,1,2837.38,2837.38,,0,0,0.0,485,0.0,0.0,88102,48,Vehicle,0.0027282058060024957,0
CMUU77814564743701,2023-03-16 17:30:42,1,1479.68,1479.68,65,122702.35,19446.57,675,1,1479.68,1479.68,,0,0,0.0,435,0.0,0.0,124460,48,Vehicle,0.006267319049050869,0
CMXL18548396607344,2023-11-02 16:44:08,1,2513.94,2513.94,48,36571.71,7656.72,444,1,2513.94,2513.94,,0,0,0.0,23,0.0,0.0,1463354,36,Business,0.3403979451650593,0
CNAD61995942535253,2023-06-13 01:22:38,1,3841.89,3841.89,41,144922.62,15430.16,587,1,3841.89,3841.89,,0,0,0.0,448,0.0,0.0,1826203,36,Education,0.10554231304127104,0
CNFL23081973349452,2024-01-09 06:58:10,1,4284.86,4284.86,44,29515.5,17851.48,377,1,4284.86,4284.86,,1,0,1.0,231,0.0,1.0,2326360,48,Personal,0.6771462942980173,0
CNKL14620008888764,2023-02-14 02:23:07,1,2298.18,2298.18,68,136989.58,12011.5,706,1,2298.18,2298.18,,1,0,0.0,411,0.0,1.0,263945,24,Vehicle,0.018368839038361253,0
CNKY17680866281372,2023-12-13 04:38:53,1,1154.42,1154.42,62,135715.53,13765.97,404,1,1154.42,1154.42,,0,0,1.0,342,0.0,0.0,281915,48,Education,0.015374314446052662,0
CNLS81157913678953,2023-04-16 03:40:35,1,1318.59,1318.59,46,105315.23,376.66,645,1,1318.59,1318.59,,1,0,0.0,301,0.0,1.0,2355276,36,Education,0.1934723548772576,0
CNNX22416567386805,2024-03-24 23:02:24,1,2344.04,2344.04,35,81072.12,500.14,301,1,2344.04,2344.04,,0,0,1.0,18,0.0,0.0,575830,24,Home,0.058431255803248726,0
CNPD23046583659980,2023-10-15 17:15:28,1,1001.07,1001.07,52,123879.39,8024.59,462,1,1001.07,1001.07,,0,0,1.0,179,0.0,0.0,1382397,48,Vehicle,0.09318724976590081,0
CNPZ92127195261718,2024-02-26 12:00:00,1,1038.22,1038.22,58,117003.64,6193.36,329,1,1038.22,1038.22,,1,0,1.0,54,0.0,1.0,2186233,60,Business,0.16195238637117235,0
CNQA11536096439453,2024-10-16 15:15:46,1,1837.47,1837.47,58,36105.71,4163.35,95,1,1837.47,1837.47,,0,0,1.0,431,0.0,0.0,768216,60,Education,0.17987009965632683,1
CNUD19540627890880,2023-10-17 19:17:28,1,3704.0,3704.0,70,71921.28,15441.62,460,1,3704.0,3704.0,,0,0,0.0,189,0.0,0.0,1318506,48,Education,0.15464704317592853,0
CNVW86318552567678,2024-01-14 03:54:18,1,4056.32,4056.32,37,123306.51,18292.57,372,1,4056.32,4056.32,,0,0,0.0,59,0.0,0.0,855497,24,Personal,0.057020240100488194,0
CNWN80965119888744,2023-06-26 06:48:21,1,4171.37,4171.37,40,70868.69,12400.93,574,1,4171.37,4171.37,,0,0,1.0,208,0.0,0.0,567313,48,Home,0.06616307785025669,0
COAA01889475786218,2023-01-23 00:22:20,1,3840.87,3840.87,48,46584.1,15903.55,728,1,3840.87,3840.87,,1,0,1.0,115,0.0,1.0,1313108,48,Education,0.2433672062190869,1
COAE85162259364882,2024-02-21 04:40:24,1,1508.24,1508.24,31,63786.19,15569.37,334,1,1508.24,1508.24,,0,0,0.0,456,0.0,0.0,1387682,36,Education,0.18397072913476664,0
COKA24130078867587,2024-10-03 19:14:06,1,3257.39,3257.39,19,99203.53,13787.8,108,1,3257.39,3257.39,,0,0,0.0,397,0.0,0.0,1126871,60,Business,0.09490032848269765,0
COLN07302173733970,2024-02-25 11:05:13,1,2399.57,2399.57,40,73398.36,1874.52,330,1,2399.57,2399.57,,0,0,0.0,253,0.0,0.0,1112383,36,Business,0.12742540443971961,0
COMP37272590635931,2023-12-09 08:48:55,1,1722.54,1722.54,35,122333.33,14369.09,408,1,1722.54,1722.54,,0,0,0.0,331,0.0,0.0,2304656,36,Personal,0.15898775958495842,0
COPR12893323454223,2024-09-09 07:56:57,1,1320.26,1320.26,34,61685.19,4407.75,133,1,1320.26,1320.26,,0,0,0.0,442,0.0,0.0,2099365,48,Personal,0.28916861969659463,0
COXJ56185120540483,2024-07-26 18:58:29,1,426.59,426.59,62,83712.03,7159.48,177,1,426.59,426.59,,0,0,0.0,65,0.0,0.0,1336643,36,Personal,0.13438042129983144,0
CPBQ73002102736632,2023-11-19 09:51:26,1,4958.134399999999,4958.134399999999,43,82665.13,13105.01,428,1,4958.134399999999,4958.134399999999,,0,0,1.0,466,0.0,0.0,1583584,60,Business,0.16170709796716823,0
CPCW71994574051995,2024-05-06 17:11:29,1,3369.13,3369.13,44,111910.33,1962.97,258,1,3369.13,3369.13,,0,0,1.0,286,0.0,0.0,2056342,36,Business,0.15501007913134526,0
CPPD71699444283963,2024-06-26 18:02:35,1,1417.73,1417.73,52,141744.81,2925.19,207,1,1417.73,1417.73,,0,0,1.0,365,0.0,0.0,444540,60,Home,0.02444725624366255,0
CPVJ55537062728167,2024-02-09 21:26:30,1,4120.16,4120.16,67,81324.52,5849.91,345,1,4120.16,4120.16,,0,0,0.0,279,0.0,0.0,1976275,36,Vehicle,0.20578403751916363,1
CPVR27335021421721,2023-09-13 21:50:40,1,3828.35,3828.35,21,52300.05,18011.41,494,1,3828.35,3828.35,,1,0,1.0,302,0.0,1.0,1265557,60,Vehicle,0.2091833359998526,0
CPWR92571402503857,2024-09-14 08:26:16,1,3306.98,3306.98,32,141268.8,1121.26,128,1,3306.98,3306.98,,1,0,1.0,74,0.0,1.0,794699,36,Home,0.05005866981466165,0
CPYM78738801113052,2023-03-24 02:44:24,1,3558.42,3558.42,30,79725.54,1024.65,668,1,3558.42,3558.42,,0,0,1.0,198,0.0,0.0,2167022,36,Vehicle,0.23045868687413557,0
CQNW16264560980787,2024-04-25 21:50:30,1,4471.18,4471.18,64,112314.65,7799.11,269,1,4471.18,4471.18,,0,0,1.0,82,0.0,0.0,1002082,24,Business,0.07401985912771085,0
CQNX48230882958684,2023-10-18 05:51:25,1,1728.89,1728.89,24,148589.88799999998,10588.27,460,1,1728.89,1728.89,,0,0,1.0,328,0.0,0.0,298683,60,Vehicle,0.014799141372444053,0
CQPG87758333647704,2023-09-25 08:23:20,1,2456.65,2456.65,63,97705.86,1304.6,483,1,2456.65,2456.65,,1,0,0.0,173,0.0,1.0,76790,60,Business,0.008594418180164294,0
CQRU22870021361399,2023-12-04 17:44:21,1,3194.41,3194.41,54,86716.25,14885.46,412,1,3194.41,3194.41,,0,0,0.0,96,0.0,0.0,1741738,60,Home,0.16966559641318446,0
CQSG01636842633618,2024-06-24 14:00:08,1,4102.04,4102.04,23,36669.48,293.6,209,1,4102.04,4102.04,,1,0,0.0,391,0.0,1.0,498345,12,Personal,0.11829714243414169,1
CQTF60555465426836,2024-07-23 21:20:47,1,2247.4,2247.4,57,87371.54,3179.11,180,1,2247.4,2247.4,,0,0,0.0,276,0.0,0.0,799074,36,Home,0.07593548145384486,0
CQTT59311699213534,2024-10-20 22:56:34,1,3952.91,3952.91,18,30751.92,11616.62,91,1,3952.91,3952.91,,1,0,1.0,385,0.0,1.0,1929490,60,Vehicle,0.5394264555546203,1
CQXX46891583365974,2024-01-30 04:57:18,1,1011.31,1011.31,23,48142.31,3623.94,356,1,1011.31,1011.31,,1,0,1.0,316,0.0,1.0,840141,12,Business,0.1513780708526208,0
CQYG43740182727955,2024-07-13 05:44:00,1,2112.5,2112.5,26,29735.99,16876.33,191,1,2112.5,2112.5,,1,0,0.0,462,0.0,1.0,1504908,24,Vehicle,0.43545979324907896,0
CQZQ37606171255075,2023-09-16 03:14:16,1,4905.76,4905.76,65,79086.83,8305.64,492,1,4905.76,4905.76,,0,0,0.0,314,0.0,0.0,2303694,60,Vehicle,0.24714568973563616,0
CRDS50528589308210,2024-07-08 21:16:47,1,675.72,675.72,35,52551.88,4341.97,195,1,675.72,675.72,,0,0,0.0,303,0.0,0.0,355062,60,Personal,0.055464012045454494,0
CRII09386547192705,2024-02-01 11:42:09,1,2322.31,2322.31,70,101865.15,12979.9,354,1,2322.31,2322.31,,0,0,1.0,204,0.0,0.0,1662162,12,Vehicle,0.13738050724382592,0
CRKT20630416527261,2023-04-24 12:58:40,1,4807.54,4807.54,21,126300.93,11524.1,636,1,4807.54,4807.54,,0,0,0.0,279,0.0,0.0,1600284,36,Personal,0.10613490458810046,0
CROQ10480283541589,2024-06-06 16:40:16,1,580.27,580.27,53,74211.5,19708.26,227,1,580.27,580.27,,1,0,1.0,424,0.0,1.0,916651,24,Business,0.10768913436539967,0
CRPR50374361251426,2023-11-28 08:20:00,1,2275.03,2275.03,33,21273.8512,408.75,419,1,2275.03,2275.03,,1,0,0.0,294,0.0,1.0,1160205,60,Business,0.46910458131244737,0
CRXZ88678950139193,2024-03-24 15:53:12,1,178.07,178.07,50,58679.29,853.68,301,1,178.07,178.07,,0,0,1.0,323,0.0,0.0,805195,36,Personal,0.11514341463221911,1
CRYP42231858313297,2023-11-03 05:28:18,1,1056.61,1056.61,19,117337.33,17939.44,444,1,1056.61,1056.61,,1,0,1.0,102,0.0,1.0,2437312,24,Home,0.1798306354426592,0
CSEI67595796337119,2024-04-10 08:09:08,1,851.57,851.57,24,28520.95,1027.0,285,1,851.57,851.57,,0,0,1.0,95,0.0,0.0,1918599,48,Business,0.573918941428756,1
CSFR34402608358897,2024-08-01 14:20:18,1,3922.61,3922.61,27,138135.13,14064.17,171,1,3922.61,3922.61,,0,0,0.0,143,0.0,0.0,263920,48,Home,0.013946427746473871,0
CSFT59099441475376,2023-11-02 16:26:49,1,1134.82,1134.82,31,133184.43,17436.44,444,1,1134.82,1134.82,,0,0,0.0,450,0.0,0.0,1475541,24,Business,0.09249941734709367,0
CSOG84498121300882,2024-06-02 17:41:45,1,1750.13,1750.13,61,83880.55,3161.99,231,1,1750.13,1750.13,,0,0,0.0,86,0.0,0.0,1559433,12,Business,0.15686203767440232,0
CSSP67598332617050,2024-02-16 21:58:25,1,2206.91,2206.91,47,22014.04,4870.2,338,1,2206.91,2206.91,,0,0,0.0,366,0.0,0.0,1921403,24,Education,0.7453577075539028,1
CSVL73009746524834,2025-01-07 20:43:43,1,2605.64,2605.64,67,135623.11,14479.88,12,1,2605.64,2605.64,,0,0,0.0,208,0.0,0.0,1603068,24,Vehicle,0.0951362245344531,0
CSXB43770296705035,2024-05-08 10:24:48,1,2889.24,2889.24,25,69469.56,1804.38,257,1,2889.24,2889.24,,1,0,1.0,296,0.0,1.0,703983,12,Vehicle,0.08868409969724707,0
CTJA66942505562975,2024-03-16 09:44:09,1,3763.38,3763.38,38,106270.94,2197.74,310,1,3763.38,3763.38,,0,0,0.0,152,0.0,0.0,1514492,12,Home,0.11967902506661975,1
CTME84194474690579,2023-08-20 17:30:17,1,2651.43,2651.43,41,140045.08,10241.53,518,1,2651.43,2651.43,,1,0,0.0,42,0.0,1.0,871052,36,Vehicle,0.05515104546232202,0
CTUP12124139369678,2023-03-20 03:29:22,1,3215.53,3215.53,37,125987.47,18674.76,672,1,3215.53,3215.53,,1,0,0.0,37,0.0,1.0,1857150,36,Home,0.12815728229945758,0
CTZS82477075186210,2023-07-09 04:31:26,1,4167.65,4167.65,58,147414.56,15082.48,561,1,4167.65,4167.65,,0,0,1.0,172,0.0,0.0,2275300,12,Business,0.1298191506493022,0
CUDJ86005009244928,2023-04-26 08:39:38,1,74.52,74.52,50,44138.32,6720.73,635,1,74.52,74.52,,0,0,0.0,252,0.0,0.0,1905567,48,Education,0.3674679455462856,1
CUDT94136447729118,2023-07-28 00:05:14,1,2827.24,2827.24,39,112363.97,14418.83,542,1,2827.24,2827.24,,1,0,1.0,314,0.0,1.0,1584837,48,Education,0.12270580932863452,0
CUJX70129839454164,2024-02-28 02:40:22,1,3169.27,3169.27,49,130696.87,11453.29,327,1,3169.27,3169.27,,0,0,0.0,314,0.0,0.0,781899,24,Business,0.04883425601973617,0
CUKM63979255116436,2024-09-04 16:01:44,1,55.7,55.7,26,131299.58,19414.05,137,1,55.7,55.7,,0,0,1.0,461,0.0,0.0,2431028,60,Personal,0.15621163830975007,0
CUPR51385445770299,2024-03-27 05:54:24,1,3020.61,3020.61,32,103187.88,9415.11,299,1,3020.61,3020.61,,1,0,0.0,395,0.0,1.0,309747,24,Personal,0.027579435221694905,0
CUQX98566430165562,2024-01-14 21:26:36,1,2744.04,2744.04,24,83835.75,700.88,371,1,2744.04,2744.04,,0,0,1.0,178,0.0,0.0,665650,24,Vehicle,0.06560461640698269,0
CUSG53910389166770,2024-01-26 16:25:36,1,2734.03,2734.03,53,106378.93,18584.41,359,1,2734.03,2734.03,,1,0,1.0,138,0.0,1.0,473570,60,Home,0.040002386129072115,0
CUWR12923613912377,2023-02-14 00:09:20,1,2717.44,2717.44,38,148589.88799999998,18068.66,706,1,2717.44,2717.44,,0,0,0.0,95,0.0,0.0,2423139,12,Education,0.1372977019125178,0
CUXW91277615180784,2023-07-03 19:45:00,1,343.63,343.63,20,37513.08,6790.02,566,1,343.63,343.63,,0,0,1.0,202,0.0,0.0,1077512,48,Vehicle,0.24367199212759738,0
CVGN43962197640393,2023-02-20 09:12:50,1,1760.45,1760.45,58,66041.72,3205.33,700,1,1760.45,1760.45,,0,0,1.0,194,0.0,0.0,908158,24,Business,0.11539480286520638,1
CVGT50016809414915,2023-04-28 10:59:50,1,1251.4,1251.4,24,110574.68,3169.26,633,1,1251.4,1251.4,,0,0,0.0,122,0.0,0.0,2164792,60,Education,0.16531493828719637,0
CVIZ80681065950363,2024-06-14 13:34:47,1,2144.4,2144.4,35,59988.8,9110.01,219,1,2144.4,2144.4,,0,0,0.0,427,0.0,0.0,102528,36,Home,0.01222009003213183,0
CVKR46687930302853,2023-08-10 17:19:34,1,455.22,455.22,46,69772.62,5984.19,528,1,455.22,455.22,,0,0,0.0,378,0.0,0.0,1923421,24,Home,0.23376511454243884,0
CVRE06820481093054,2023-07-14 23:03:14,1,4447.99,4447.99,35,88653.64,8910.3,555,1,4447.99,4447.99,,0,0,1.0,467,0.0,0.0,2406366,48,Personal,0.2301370682170743,1
CVVK28572562926933,2024-06-14 14:34:21,1,4361.47,4361.47,44,79385.85,18267.83,219,1,4361.47,4361.47,,0,0,0.0,469,0.0,0.0,1937646,12,Vehicle,0.20669949200409743,0
CVYC03565942992023,2024-12-18 15:39:20,1,3826.96,3826.96,54,79976.91,5016.63,32,1,3826.96,3826.96,,1,0,0.0,462,0.0,1.0,1467077,24,Business,0.1562658084254965,0
CVZS79912306553351,2025-01-17 01:59:04,1,2587.26,2587.26,60,83845.5,2387.11,3,1,2587.26,2587.26,,1,0,1.0,488,0.0,1.0,1822802,24,Education,0.18398398963480178,0
CVZS91981775512944,2024-05-22 13:07:09,1,3327.21,3327.21,29,123682.25,16475.32,242,1,3327.21,3327.21,,0,0,1.0,227,0.0,0.0,2302728,60,Home,0.1570938127056331,0
CVZW75040937011859,2024-03-15 16:53:30,1,2990.94,2990.94,41,135631.53,13159.59,310,1,2990.94,2990.94,,1,0,1.0,315,0.0,1.0,974618,36,Education,0.06342741437209759,0
CWAO19129433702657,2023-04-19 15:26:36,1,3809.67,3809.67,20,85091.56,11895.21,641,1,3809.67,3809.67,,0,0,1.0,155,0.0,0.0,978479,36,Business,0.09609921992390207,0
CWIF62037087821160,2023-06-19 23:29:20,1,2044.92,2044.92,35,93577.34,6677.27,580,1,2044.92,2044.92,,0,0,0.0,363,0.0,0.0,1109599,12,Education,0.09917028976691022,0
CWKC75079631324049,2024-02-29 07:48:47,1,224.97,224.97,26,143425.09,8787.51,326,1,224.97,224.97,,0,0,1.0,88,0.0,0.0,1384679,48,Vehicle,0.0802940419836391,1
CWMU20172951266086,2024-05-15 19:44:22,1,2640.94,2640.94,42,115006.97,9261.03,249,1,2640.94,2640.94,,1,0,1.0,200,0.0,1.0,116203,12,Personal,0.010517646817521497,0
CWTC39683902829767,2024-02-20 02:57:17,1,4580.08,4580.08,37,148589.88799999998,8185.13,335,1,4580.08,4580.08,,0,0,0.0,44,0.0,0.0,210775,24,Education,0.009730265641453715,0
CWUR05763101089654,2023-09-10 21:36:03,1,445.21,445.21,46,29347.34,1113.23,497,1,445.21,445.21,,0,0,0.0,496,0.0,0.0,1613299,24,Personal,0.4685613801610571,1
CWWH11265974603023,2024-01-24 14:18:47,1,4644.19,4644.19,18,133181.74,8939.86,361,1,4644.19,4644.19,,0,0,0.0,198,0.0,0.0,1394027,36,Business,0.08725737080997367,0
CWWH25179044708560,2024-06-30 11:16:21,1,1627.22,1627.22,22,84008.22,8946.8,204,1,1627.22,1627.22,,0,0,1.0,76,0.0,0.0,841267,48,Personal,0.08337575757175132,0
CXAM00308597370612,2024-05-04 12:54:22,1,3505.37,3505.37,57,78685.5,14359.85,260,1,3505.37,3505.37,,0,0,0.0,27,0.0,0.0,547562,60,Education,0.05719900675002188,0
CXDF59822189870162,2023-07-09 21:54:25,1,2456.57,2456.57,42,34253.49,9075.13,560,1,2456.57,2456.57,,1,0,1.0,362,0.0,1.0,433934,48,Education,0.11039864397986311,0
CXIK57953723766041,2024-08-20 00:51:45,1,1767.71,1767.71,36,66154.66,10327.05,153,1,1767.71,1767.71,,1,0,0.0,5,0.0,1.0,2054168,24,Home,0.26789912816729006,0
CXIT80084755577343,2023-01-24 10:54:47,1,1944.96,1944.96,68,41174.84,8374.64,727,1,1944.96,1944.96,,1,0,0.0,251,0.0,1.0,367428,60,Education,0.07831557724053495,0
CXNP30953267084886,2024-01-15 01:50:05,1,3029.11,3029.11,26,35278.24,6161.15,371,1,3029.11,3029.11,,1,0,0.0,156,0.0,1.0,1417763,48,Personal,0.3461787881679241,0
CYAM27153123455068,2024-12-28 01:55:09,1,4416.12,4416.12,55,74725.64,2918.78,23,1,4416.12,4416.12,,0,0,0.0,149,0.0,0.0,1092892,48,Home,0.1196951109316024,0
CYGQ70554405475532,2023-06-22 11:07:07,1,2735.34,2735.34,44,108657.27,5344.44,578,1,2735.34,2735.34,,0,0,0.0,214,0.0,0.0,740907,60,Education,0.05599872674889954,0
CYIH90705473601579,2023-04-23 01:39:56,1,4567.87,4567.87,38,125399.89,4288.69,638,1,4567.87,4567.87,,1,0,0.0,284,0.0,1.0,1982015,24,Education,0.13728036529160972,0
CYIM96136077272045,2023-07-26 01:33:21,1,3564.99,3564.99,20,44484.91,9642.28,544,1,3564.99,3564.99,,0,0,1.0,356,0.0,0.0,2229996,48,Business,0.42707066587070885,0
CYLE21815958812368,2023-09-04 19:47:12,1,3346.76,3346.76,32,77246.83,17202.65,503,1,3346.76,3346.76,,0,0,0.0,330,0.0,0.0,1650396,60,Home,0.18062992628759234,1
CYNR07328197507721,2023-05-19 16:08:18,1,51.378,51.378,24,115727.71,13645.85,611,1,51.378,51.378,,1,0,1.0,406,0.0,1.0,172402,24,Business,0.014624399146361246,0
CYNU95152234508960,2023-10-22 18:12:27,1,4244.98,4244.98,56,98403.13,7578.1,455,1,4244.98,4244.98,,0,0,1.0,190,0.0,0.0,1216588,60,Business,0.10350348279757497,0
CYSA67736852374761,2024-04-01 16:56:07,1,655.99,655.99,54,125025.1,3554.64,293,1,655.99,655.99,,0,0,0.0,58,0.0,0.0,488661,60,Business,0.031064214490103114,0
CZLK96743338496552,2024-10-15 10:06:34,1,1981.85,1981.85,18,29486.59,12184.62,97,1,1981.85,1981.85,,1,0,0.0,179,0.0,1.0,623695,48,Vehicle,0.1830816497567408,0
CZRM96561308761238,2023-08-06 18:04:06,1,4304.21,4304.21,70,109850.91,18481.28,532,1,4304.21,4304.21,,0,0,0.0,89,0.0,0.0,513556,24,Business,0.037631635162737924,0
CZSZ01722240507648,2023-07-14 14:05:20,1,3348.95,3348.95,45,44266.41,16096.16,555,1,3348.95,3348.95,,0,0,1.0,42,0.0,0.0,625278,48,Personal,0.11859877523470506,0
CZTB01128401723446,2024-06-23 11:12:18,1,2565.75,2565.75,49,108230.78,10360.77,211,1,2565.75,2565.75,,1,0,1.0,465,0.0,1.0,1043176,12,Education,0.08444133169485979,0
CZXS45236219036165,2023-08-05 20:53:07,1,592.67,592.67,67,116781.14,19687.41,533,1,592.67,592.67,,0,0,0.0,323,0.0,0.0,1228049,12,Vehicle,0.08767464258156864,1
CZYR75705320936130,2024-03-08 13:58:56,1,664.25,664.25,28,88741.61,11910.73,317,1,664.25,664.25,,1,0,1.0,216,0.0,1.0,528007,24,Business,0.05283871168616817,0
DADQ18896991329357,2024-01-11 12:36:17,1,4264.87,4264.87,22,80117.22,15538.02,374,1,4264.87,4264.87,,1,0,1.0,39,0.0,1.0,1324732,60,Education,0.14352882741075426,1
DAQK37007001022212,2024-08-04 11:18:02,1,4772.49,4772.49,57,70968.55,11721.67,169,1,4772.49,4772.49,,0,0,1.0,49,0.0,0.0,575303,48,Home,0.0670311776491547,0
DAUI06331476730091,2023-08-29 15:45:32,1,1599.15,1599.15,28,142611.77,8901.62,509,1,1599.15,1599.15,,0,0,0.0,252,0.0,0.0,2140784,48,Home,0.12619121575870718,0
DAXV23873518664774,2023-08-17 09:55:01,1,4335.57,4335.57,42,88054.08,19130.74,522,1,4335.57,4335.57,,1,0,1.0,274,0.0,1.0,1160389,24,Education,0.11476867130069959,1
DAZE13125129311005,2024-12-07 22:55:03,1,3804.21,3804.21,55,118411.67,4144.46,43,1,3804.21,3804.21,,0,0,0.0,359,0.0,0.0,77712,24,Personal,0.0009625234932664671,0
DAZM76987101494116,2023-11-17 23:11:03,1,88.36,88.36,31,21603.29,15856.43,429,1,88.36,88.36,,1,0,1.0,343,0.0,1.0,162816,12,Education,0.06643095406995549,0
DBAE60772143486965,2023-10-24 21:15:58,1,4213.44,4213.44,61,27815.78,16313.39,453,1,4213.44,4213.44,,0,0,1.0,303,0.0,0.0,1685156,36,Education,0.516626120000808,0
DBCB74520500991197,2023-07-22 05:13:00,1,1616.54,1616.54,34,108241.97,12068.22,548,1,1616.54,1616.54,,0,0,0.0,106,0.0,0.0,2433129,24,Vehicle,0.1901698977490222,0
DBDA23200186766100,2023-06-08 13:22:43,1,3483.29,3483.29,55,143119.57,11517.38,591,1,3483.29,3483.29,,1,0,0.0,454,0.0,1.0,185230,36,Home,0.012949502109180468,0
DBMY26844187768961,2024-01-30 19:29:55,1,1935.9,1935.9,33,120952.55,5497.57,355,1,1935.9,1935.9,,0,0,0.0,64,0.0,0.0,1816616,24,Home,0.12625937121359757,1
DBNO44499890716778,2023-10-22 18:45:51,1,312.89,312.89,46,103619.0,12789.98,455,1,312.89,312.89,,0,0,1.0,495,0.0,0.0,856741,60,Business,0.06841720042911313,0
DBSS96412495688191,2024-08-02 05:42:51,1,2777.66,2777.66,38,52474.13,8605.51,171,1,2777.66,2777.66,,0,0,0.0,188,0.0,0.0,319114,60,Education,0.04968034144181779,0
DBTB74447939117174,2023-12-31 05:57:13,1,4392.61,4392.61,20,124459.28,3541.04,386,1,4392.61,4392.61,,1,0,1.0,107,0.0,1.0,1433194,12,Education,0.10052263386134498,0
DCCY20272216317419,2023-11-07 04:40:46,1,673.75,673.75,56,76181.45,2914.24,440,1,673.75,673.75,,1,0,0.0,412,0.0,1.0,1931548,12,Personal,0.21909379485145056,1
DCGV91222761584251,2024-02-29 13:37:53,1,2496.36,2496.36,23,127082.58,14546.9,325,1,2496.36,2496.36,,0,0,0.0,56,0.0,0.0,201456,36,Home,0.011158815307956517,0
DCKB10162600802658,2024-03-13 10:06:24,1,4153.21,4153.21,27,108306.75,11722.24,313,1,4153.21,4153.21,,0,0,0.0,57,0.0,0.0,320846,24,Personal,0.022957959736460056,0
DCMM73290457598875,2023-11-29 22:54:41,1,1432.21,1432.21,37,84434.35,15230.62,417,1,1432.21,1432.21,,1,0,0.0,132,0.0,1.0,50404,48,Vehicle,0.00697535081897308,0
DCOZ16535955394506,2024-02-11 23:35:12,1,625.56,625.56,69,88194.29,15813.7,343,1,625.56,625.56,,0,0,1.0,24,0.0,0.0,753286,12,Business,0.07075632058307592,1
DCQS39406557820190,2023-02-05 03:26:52,1,3271.61,3271.61,48,105147.4,17162.62,715,1,3271.61,3271.61,,0,0,1.0,47,0.0,0.0,2045269,48,Personal,0.16423359638156335,0
DCRN98142185929300,2024-09-25 03:06:47,1,4735.16,4735.16,59,23236.22,11954.37,117,1,4735.16,4735.16,,0,0,0.0,347,0.0,0.0,1373483,48,Home,0.5040010440845699,0
DCTX45720555321685,2024-02-24 10:20:53,1,3487.5,3487.5,64,146850.29,11384.23,331,1,3487.5,3487.5,,0,0,0.0,194,0.0,0.0,1772320,24,Vehicle,0.10098132311679217,0
DCYQ97248187063378,2023-10-24 22:36:20,1,2306.3,2306.3,38,28433.31,6338.57,453,1,2306.3,2306.3,,1,0,1.0,14,0.0,1.0,765460,36,Education,0.2325116390288732,1
DDFA05655530407439,2024-01-06 20:34:48,1,1814.3,1814.3,36,108327.01,296.3,379,1,1814.3,1814.3,,1,0,1.0,281,0.0,1.0,2382517,24,Vehicle,0.19029964419041132,0
DDKR48580526321196,2024-05-03 21:37:21,1,3783.43,3783.43,68,21502.13,7943.22,261,1,3783.43,3783.43,,0,0,1.0,437,0.0,0.0,392786,12,Personal,0.15408228795092707,0
DDMM12201907258733,2023-12-02 10:24:55,1,3033.01,3033.01,68,104010.21,7882.76,415,1,3033.01,3033.01,,0,0,1.0,474,0.0,0.0,860006,48,Home,0.06841970749441084,0
DDPB40478737480521,2023-04-09 15:36:56,1,903.55,903.55,46,40320.32,6759.32,651,1,903.55,903.55,,0,0,1.0,367,0.0,0.0,1908532,24,Personal,0.40312274338684817,1
DDSK69646077359569,2023-04-08 05:49:32,1,3249.56,3249.56,27,126427.08,19232.47,653,1,3249.56,3249.56,,1,0,0.0,301,0.0,1.0,2347396,24,Education,0.160941672131657,0
